,original,Texto,endereço,tipo
922,"§ 11 - Aplica-se o limite fixado no art. 37, XI, à soma total dos proventos de inatividade, inclusive quando decorrentes da acumulação de cargos ou empregos públicos, bem como de outras atividades sujeitas a contribuição para o regime geral de previdência social, e ao montante resultante da adição de proventos de inatividade com remuneração de cargo acumulável na forma desta Constituição, cargo em comissão declarado em lei de livre nomeação e exoneração, e de cargo eletivo.           (Incluído pela Emenda Constitucional nº 20, de 15/12/98)","§ 11 - Aplica-se o limite fixado no art. 37, XI, à soma total dos proventos de inatividade, inclusive quando decorrentes da acumulação de cargos ou empregos públicos, bem como de outras atividades sujeitas a contribuição para o regime geral de previdência social, e ao montante resultante da adição de proventos de inatividade com remuneração de cargo acumulável na forma desta Constituição, cargo em comissão declarado em lei de livre nomeação e exoneração, e de cargo eletivo.           (Incluído pela Emenda Constitucional nº 20, de 15/12/98)","cf88,2,11,3,,41,433,,",par
923,"§ 12. Além do disposto neste artigo, serão observados, em regime próprio de previdência social, no que couber, os requisitos e critérios fixados para o Regime Geral de Previdência Social.            (Redação dada pela Emenda Constitucional nº 103, de 2019)","§ 12. Além do disposto neste artigo, serão observados, em regime próprio de previdência social, no que couber, os requisitos e critérios fixados para o Regime Geral de Previdência Social.            (Redação dada pela Emenda Constitucional nº 103, de 2019)","cf88,2,11,3,,41,434,,",par
924,"§ 13. Aplica-se ao agente público ocupante, exclusivamente, de cargo em comissão declarado em lei de livre nomeação e exoneração, de outro cargo temporário, inclusive mandato eletivo, ou de emprego público, o Regime Geral de Previdência Social.            (Redação dada pela Emenda Constitucional nº 103, de 2019)","§ 13. Aplica-se ao agente público ocupante, exclusivamente, de cargo em comissão declarado em lei de livre nomeação e exoneração, de outro cargo temporário, inclusive mandato eletivo, ou de emprego público, o Regime Geral de Previdência Social.            (Redação dada pela Emenda Constitucional nº 103, de 2019)","cf88,2,11,3,,41,435,,",par
925,"§ 14. A União, os Estados, o Distrito Federal e os Municípios instituirão, por lei de iniciativa do respectivo Poder Executivo, regime de previdência complementar para servidores públicos ocupantes de cargo efetivo, observado o limite máximo dos benefícios do Regime Geral de Previdência Social para o valor das aposentadorias e das pensões em regime próprio de previdência social, ressalvado o disposto no § 16.            (Redação dada pela Emenda Constitucional nº 103, de 2019)","§ 14. A União, os Estados, o Distrito Federal e os Municípios instituirão, por lei de iniciativa do respectivo Poder Executivo, regime de previdência complementar para servidores públicos ocupantes de cargo efetivo, observado o limite máximo dos benefícios do Regime Geral de Previdência Social para o valor das aposentadorias e das pensões em regime próprio de previdência social, ressalvado o disposto no § 16.            (Redação dada pela Emenda Constitucional nº 103, de 2019)","cf88,2,11,3,,41,436,,",par
926,"§ 15. O regime de previdência complementar de que trata o § 14 oferecerá plano de benefícios somente na modalidade contribuição definida, observará o disposto no art. 202 e será efetivado por intermédio de entidade fechada de previdência complementar ou de entidade aberta de previdência complementar.            (Redação dada pela Emenda Constitucional nº 103, de 2019)","§ 15. O regime de previdência complementar de que trata o § 14 oferecerá plano de benefícios somente na modalidade contribuição definida, observará o disposto no art. 202 e será efetivado por intermédio de entidade fechada de previdência complementar ou de entidade aberta de previdência complementar.            (Redação dada pela Emenda Constitucional nº 103, de 2019)","cf88,2,11,3,,41,437,,",par
927,"§ 16 - Somente mediante sua prévia e expressa opção, o disposto nos  §§ 14 e 15 poderá ser aplicado ao servidor que tiver ingressado no serviço público até a data da publicação do ato de instituição do correspondente regime de previdência complementar.             (Incluído pela Emenda Constitucional nº 20, de 15/12/98)","§ 16 - Somente mediante sua prévia e expressa opção, o disposto nos  §§ 14 e 15 poderá ser aplicado ao servidor que tiver ingressado no serviço público até a data da publicação do ato de instituição do correspondente regime de previdência complementar.             (Incluído pela Emenda Constitucional nº 20, de 15/12/98)","cf88,2,11,3,,41,438,,",par
928,"§ 17. Todos os valores de remuneração considerados para o cálculo do benefício previsto no § 3° serão devidamente atualizados, na forma da lei.                  (Incluído pela Emenda Constitucional nº 41, 19.12.2003)","§ 17. Todos os valores de remuneração considerados para o cálculo do benefício previsto no § 3° serão devidamente atualizados, na forma da lei.                  (Incluído pela Emenda Constitucional nº 41, 19.12.2003)","cf88,2,11,3,,41,439,,",par
929,"§ 18. Incidirá contribuição sobre os proventos de aposentadorias e pensões concedidas pelo regime de que trata este artigo que superem o limite máximo estabelecido para os benefícios do regime geral de previdência social de que trata o art. 201, com percentual igual ao estabelecido para os servidores titulares de cargos efetivos.                (Incluído pela Emenda Constitucional nº 41, 19.12.2003)  (Vide ADIN 3133)  (Vide ADIN 3143)         (Vide ADIN 3184)","§ 18. Incidirá contribuição sobre os proventos de aposentadorias e pensões concedidas pelo regime de que trata este artigo que superem o limite máximo estabelecido para os benefícios do regime geral de previdência social de que trata o art. 201, com percentual igual ao estabelecido para os servidores titulares de cargos efetivos.                (Incluído pela Emenda Constitucional nº 41, 19.12.2003)  (Vide ADIN 3133)  (Vide ADIN 3143)         (Vide ADIN 3184)","cf88,2,11,3,,41,440,,",par
930,"§ 19. Observados critérios a serem estabelecidos em lei do respectivo ente federativo, o servidor titular de cargo efetivo que tenha completado as exigências para a aposentadoria voluntária e que opte por permanecer em atividade poderá fazer jus a um abono de permanência equivalente, no máximo, ao valor da sua contribuição previdenciária, até completar a idade para aposentadoria compulsória.            (Redação dada pela Emenda Constitucional nº 103, de 2019)","§ 19. Observados critérios a serem estabelecidos em lei do respectivo ente federativo, o servidor titular de cargo efetivo que tenha completado as exigências para a aposentadoria voluntária e que opte por permanecer em atividade poderá fazer jus a um abono de permanência equivalente, no máximo, ao valor da sua contribuição previdenciária, até completar a idade para aposentadoria compulsória.            (Redação dada pela Emenda Constitucional nº 103, de 2019)","cf88,2,11,3,,41,441,,",par
931,"§ 20. É vedada a existência de mais de um regime próprio de previdência social e de mais de um órgão ou entidade gestora desse regime em cada ente federativo, abrangidos todos os poderes, órgãos e entidades autárquicas e fundacionais, que serão responsáveis pelo seu financiamento, observados os critérios, os parâmetros e a natureza jurídica definidos na lei complementar de que trata o § 22.            (Redação dada pela Emenda Constitucional nº 103, de 2019)","§ 20. É vedada a existência de mais de um regime próprio de previdência social e de mais de um órgão ou entidade gestora desse regime em cada ente federativo, abrangidos todos os poderes, órgãos e entidades autárquicas e fundacionais, que serão responsáveis pelo seu financiamento, observados os critérios, os parâmetros e a natureza jurídica definidos na lei complementar de que trata o § 22.            (Redação dada pela Emenda Constitucional nº 103, de 2019)","cf88,2,11,3,,41,442,,",par
932,"§ 21. (Revogado).     (Redação dada pela Emenda Constitucional nº 103, de 2019)","§ 21. (Revogado).     (Redação dada pela Emenda Constitucional nº 103, de 2019)","cf88,2,11,3,,41,443,,",par
933,"§ 22. Vedada a instituição de novos regimes próprios de previdência social, lei complementar federal estabelecerá, para os que já existam, normas gerais de organização, de funcionamento e de responsabilidade em sua gestão, dispondo, entre outros aspectos, sobre:            (Incluído pela Emenda Constitucional nº 103, de 2019)","§ 22. Vedada a instituição de novos regimes próprios de previdência social, lei complementar federal estabelecerá, para os que já existam, normas gerais de organização, de funcionamento e de responsabilidade em sua gestão, dispondo, entre outros aspectos, sobre:            (Incluído pela Emenda Constitucional nº 103, de 2019)","cf88,2,11,3,,41,444,,",par
934,"I - requisitos para sua extinção e consequente migração para o Regime Geral de Previdência Social;            (Incluído pela Emenda Constitucional nº 103, de 2019)","Art. 40. O regime próprio de previdência social dos servidores titulares de cargos efetivos terá caráter contributivo e solidário, mediante contribuição do respectivo ente federativo, de servidores ativos, de aposentados e de pensionistas, observados critérios que preservem o equilíbrio financeiro e atuarial.           (Redação dada pela Emenda Constitucional nº 103, de 2019)§ 22. Vedada a instituição de novos regimes próprios de previdência social, lei complementar federal estabelecerá, para os que já existam, normas gerais de organização, de funcionamento e de responsabilidade em sua gestão, dispondo, entre outros aspectos, sobre:            (Incluído pela Emenda Constitucional nº 103, de 2019)I - requisitos para sua extinção e consequente migração para o Regime Geral de Previdência Social;            (Incluído pela Emenda Constitucional nº 103, de 2019)","cf88,2,11,3,,41,444,117,",art-parag-inciso
935,"II - modelo de arrecadação, de aplicação e de utilização dos recursos;            (Incluído pela Emenda Constitucional nº 103, de 2019)","Art. 40. O regime próprio de previdência social dos servidores titulares de cargos efetivos terá caráter contributivo e solidário, mediante contribuição do respectivo ente federativo, de servidores ativos, de aposentados e de pensionistas, observados critérios que preservem o equilíbrio financeiro e atuarial.           (Redação dada pela Emenda Constitucional nº 103, de 2019)§ 22. Vedada a instituição de novos regimes próprios de previdência social, lei complementar federal estabelecerá, para os que já existam, normas gerais de organização, de funcionamento e de responsabilidade em sua gestão, dispondo, entre outros aspectos, sobre:            (Incluído pela Emenda Constitucional nº 103, de 2019)II - modelo de arrecadação, de aplicação e de utilização dos recursos;            (Incluído pela Emenda Constitucional nº 103, de 2019)","cf88,2,11,3,,41,444,118,",art-parag-inciso
936,"III - fiscalização pela União e controle externo e social;            (Incluído pela Emenda Constitucional nº 103, de 2019)","Art. 40. O regime próprio de previdência social dos servidores titulares de cargos efetivos terá caráter contributivo e solidário, mediante contribuição do respectivo ente federativo, de servidores ativos, de aposentados e de pensionistas, observados critérios que preservem o equilíbrio financeiro e atuarial.           (Redação dada pela Emenda Constitucional nº 103, de 2019)§ 22. Vedada a instituição de novos regimes próprios de previdência social, lei complementar federal estabelecerá, para os que já existam, normas gerais de organização, de funcionamento e de responsabilidade em sua gestão, dispondo, entre outros aspectos, sobre:            (Incluído pela Emenda Constitucional nº 103, de 2019)III - fiscalização pela União e controle externo e social;            (Incluído pela Emenda Constitucional nº 103, de 2019)","cf88,2,11,3,,41,444,119,",art-parag-inciso
937,"IV - definição de equilíbrio financeiro e atuarial;            (Incluído pela Emenda Constitucional nº 103, de 2019)","Art. 40. O regime próprio de previdência social dos servidores titulares de cargos efetivos terá caráter contributivo e solidário, mediante contribuição do respectivo ente federativo, de servidores ativos, de aposentados e de pensionistas, observados critérios que preservem o equilíbrio financeiro e atuarial.           (Redação dada pela Emenda Constitucional nº 103, de 2019)§ 22. Vedada a instituição de novos regimes próprios de previdência social, lei complementar federal estabelecerá, para os que já existam, normas gerais de organização, de funcionamento e de responsabilidade em sua gestão, dispondo, entre outros aspectos, sobre:            (Incluído pela Emenda Constitucional nº 103, de 2019)IV - definição de equilíbrio financeiro e atuarial;            (Incluído pela Emenda Constitucional nº 103, de 2019)","cf88,2,11,3,,41,444,120,",art-parag-inciso
938,"V - condições para instituição do fundo com finalidade previdenciária de que trata o art. 249 e para vinculação a ele dos recursos provenientes de contribuições e dos bens, direitos e ativos de qualquer natureza;    (Incluído pela Emenda Constitucional nº 103, de 2019)","Art. 40. O regime próprio de previdência social dos servidores titulares de cargos efetivos terá caráter contributivo e solidário, mediante contribuição do respectivo ente federativo, de servidores ativos, de aposentados e de pensionistas, observados critérios que preservem o equilíbrio financeiro e atuarial.           (Redação dada pela Emenda Constitucional nº 103, de 2019)§ 22. Vedada a instituição de novos regimes próprios de previdência social, lei complementar federal estabelecerá, para os que já existam, normas gerais de organização, de funcionamento e de responsabilidade em sua gestão, dispondo, entre outros aspectos, sobre:            (Incluído pela Emenda Constitucional nº 103, de 2019)V - condições para instituição do fundo com finalidade previdenciária de que trata o art. 249 e para vinculação a ele dos recursos provenientes de contribuições e dos bens, direitos e ativos de qualquer natureza;    (Incluído pela Emenda Constitucional nº 103, de 2019)","cf88,2,11,3,,41,444,121,",art-parag-inciso
939,"VI - mecanismos de equacionamento do deficit atuarial;            (Incluído pela Emenda Constitucional nº 103, de 2019)","Art. 40. O regime próprio de previdência social dos servidores titulares de cargos efetivos terá caráter contributivo e solidário, mediante contribuição do respectivo ente federativo, de servidores ativos, de aposentados e de pensionistas, observados critérios que preservem o equilíbrio financeiro e atuarial.           (Redação dada pela Emenda Constitucional nº 103, de 2019)§ 22. Vedada a instituição de novos regimes próprios de previdência social, lei complementar federal estabelecerá, para os que já existam, normas gerais de organização, de funcionamento e de responsabilidade em sua gestão, dispondo, entre outros aspectos, sobre:            (Incluído pela Emenda Constitucional nº 103, de 2019)VI - mecanismos de equacionamento do deficit atuarial;            (Incluído pela Emenda Constitucional nº 103, de 2019)","cf88,2,11,3,,41,444,122,",art-parag-inciso
940,"VII - estruturação do órgão ou entidade gestora do regime, observados os princípios relacionados com governança, controle interno e transparência;            (Incluído pela Emenda Constitucional nº 103, de 2019)","Art. 40. O regime próprio de previdência social dos servidores titulares de cargos efetivos terá caráter contributivo e solidário, mediante contribuição do respectivo ente federativo, de servidores ativos, de aposentados e de pensionistas, observados critérios que preservem o equilíbrio financeiro e atuarial.           (Redação dada pela Emenda Constitucional nº 103, de 2019)§ 22. Vedada a instituição de novos regimes próprios de previdência social, lei complementar federal estabelecerá, para os que já existam, normas gerais de organização, de funcionamento e de responsabilidade em sua gestão, dispondo, entre outros aspectos, sobre:            (Incluído pela Emenda Constitucional nº 103, de 2019)VII - estruturação do órgão ou entidade gestora do regime, observados os princípios relacionados com governança, controle interno e transparência;            (Incluído pela Emenda Constitucional nº 103, de 2019)","cf88,2,11,3,,41,444,123,",art-parag-inciso
941,"VIII - condições e hipóteses para responsabilização daqueles que desempenhem atribuições relacionadas, direta ou indiretamente, com a gestão do regime;            (Incluído pela Emenda Constitucional nº 103, de 2019)","Art. 40. O regime próprio de previdência social dos servidores titulares de cargos efetivos terá caráter contributivo e solidário, mediante contribuição do respectivo ente federativo, de servidores ativos, de aposentados e de pensionistas, observados critérios que preservem o equilíbrio financeiro e atuarial.           (Redação dada pela Emenda Constitucional nº 103, de 2019)§ 22. Vedada a instituição de novos regimes próprios de previdência social, lei complementar federal estabelecerá, para os que já existam, normas gerais de organização, de funcionamento e de responsabilidade em sua gestão, dispondo, entre outros aspectos, sobre:            (Incluído pela Emenda Constitucional nº 103, de 2019)VIII - condições e hipóteses para responsabilização daqueles que desempenhem atribuições relacionadas, direta ou indiretamente, com a gestão do regime;            (Incluído pela Emenda Constitucional nº 103, de 2019)","cf88,2,11,3,,41,444,124,",art-parag-inciso
942,"IX - condições para adesão a consórcio público;            (Incluído pela Emenda Constitucional nº 103, de 2019)","Art. 40. O regime próprio de previdência social dos servidores titulares de cargos efetivos terá caráter contributivo e solidário, mediante contribuição do respectivo ente federativo, de servidores ativos, de aposentados e de pensionistas, observados critérios que preservem o equilíbrio financeiro e atuarial.           (Redação dada pela Emenda Constitucional nº 103, de 2019)§ 22. Vedada a instituição de novos regimes próprios de previdência social, lei complementar federal estabelecerá, para os que já existam, normas gerais de organização, de funcionamento e de responsabilidade em sua gestão, dispondo, entre outros aspectos, sobre:            (Incluído pela Emenda Constitucional nº 103, de 2019)IX - condições para adesão a consórcio público;            (Incluído pela Emenda Constitucional nº 103, de 2019)","cf88,2,11,3,,41,444,125,",art-parag-inciso
943,"X - parâmetros para apuração da base de cálculo e definição de alíquota de contribuições ordinárias e extraordinárias.            (Incluído pela Emenda Constitucional nº 103, de 2019)","Art. 40. O regime próprio de previdência social dos servidores titulares de cargos efetivos terá caráter contributivo e solidário, mediante contribuição do respectivo ente federativo, de servidores ativos, de aposentados e de pensionistas, observados critérios que preservem o equilíbrio financeiro e atuarial.           (Redação dada pela Emenda Constitucional nº 103, de 2019)§ 22. Vedada a instituição de novos regimes próprios de previdência social, lei complementar federal estabelecerá, para os que já existam, normas gerais de organização, de funcionamento e de responsabilidade em sua gestão, dispondo, entre outros aspectos, sobre:            (Incluído pela Emenda Constitucional nº 103, de 2019)X - parâmetros para apuração da base de cálculo e definição de alíquota de contribuições ordinárias e extraordinárias.            (Incluído pela Emenda Constitucional nº 103, de 2019)","cf88,2,11,3,,41,444,126,",art-parag-inciso
944,"Art. 41. São estáveis após três anos de efetivo exercício os servidores nomeados para cargo de provimento efetivo em virtude de concurso público. (Redação dada pela Emenda Constitucional nº 19, de 1998)","Art. 41. São estáveis após três anos de efetivo exercício os servidores nomeados para cargo de provimento efetivo em virtude de concurso público. (Redação dada pela Emenda Constitucional nº 19, de 1998)","cf88,2,11,3,,42,,,",art
945,OBS.: São estáveis os servidores públicos federais após 3 anos de efetivo exercício.,OBS.: São estáveis os servidores públicos federais após 3 anos de efetivo exercício.,"cf88,2,11,3,,42,,,",questao
946,"OBS.: Conforme entendimento pacificado pelo TST, o servidor público celetista da administração direta, autárquica ou fundacional é beneficiário do regime de estabilidade previsto na CF aos servidores nomeados para cargo de provimento efetivo.","OBS.: Conforme entendimento pacificado pelo TST, o servidor público celetista da administração direta, autárquica ou fundacional é beneficiário do regime de estabilidade previsto na CF aos servidores nomeados para cargo de provimento efetivo.","cf88,2,11,3,,42,,,",questao
947,"§ 1º O servidor público estável só perderá o cargo: (Redação dada pela Emenda Constitucional nº 19, de 1998)","§ 1º O servidor público estável só perderá o cargo: (Redação dada pela Emenda Constitucional nº 19, de 1998)","cf88,2,11,3,,42,445,,",par
948,"I - em virtude de sentença judicial transitada em julgado; (Incluído pela Emenda Constitucional nº 19, de 1998)","Art. 41. São estáveis após três anos de efetivo exercício os servidores nomeados para cargo de provimento efetivo em virtude de concurso público. (Redação dada pela Emenda Constitucional nº 19, de 1998)§ 1º O servidor público estável só perderá o cargo: (Redação dada pela Emenda Constitucional nº 19, de 1998)I - em virtude de sentença judicial transitada em julgado; (Incluído pela Emenda Constitucional nº 19, de 1998)","cf88,2,11,3,,42,445,127,",art-parag-inciso
949,"II - mediante processo administrativo em que lhe seja assegurada ampla defesa; (Incluído pela Emenda Constitucional nº 19, de 1998)","Art. 41. São estáveis após três anos de efetivo exercício os servidores nomeados para cargo de provimento efetivo em virtude de concurso público. (Redação dada pela Emenda Constitucional nº 19, de 1998)§ 1º O servidor público estável só perderá o cargo: (Redação dada pela Emenda Constitucional nº 19, de 1998)II - mediante processo administrativo em que lhe seja assegurada ampla defesa; (Incluído pela Emenda Constitucional nº 19, de 1998)","cf88,2,11,3,,42,445,128,",art-parag-inciso
950,"III - mediante procedimento de avaliação periódica de desempenho, na forma de lei complementar, assegurada ampla defesa. (Incluído pela Emenda Constitucional nº 19, de 1998)","Art. 41. São estáveis após três anos de efetivo exercício os servidores nomeados para cargo de provimento efetivo em virtude de concurso público. (Redação dada pela Emenda Constitucional nº 19, de 1998)§ 1º O servidor público estável só perderá o cargo: (Redação dada pela Emenda Constitucional nº 19, de 1998)III - mediante procedimento de avaliação periódica de desempenho, na forma de lei complementar, assegurada ampla defesa. (Incluído pela Emenda Constitucional nº 19, de 1998)","cf88,2,11,3,,42,445,129,",art-parag-inciso
951,"OBS.: O servidor público federal estável, habilitado em concurso público e empossado em cargo de provimento efetivo, perderá o cargo, ENTRE OUTROS MOTIVOS, em virtude de sentença judicial transitada em julgado.","OBS.: O servidor público federal estável, habilitado em concurso público e empossado em cargo de provimento efetivo, perderá o cargo, ENTRE OUTROS MOTIVOS, em virtude de sentença judicial transitada em julgado.","cf88,2,11,3,,42,445,129,",questao
952,"§ 2º Invalidada por sentença judicial a demissão do servidor estável, será ele reintegrado, e o eventual ocupante da vaga, se estável, reconduzido ao cargo de origem, sem direito a indenização, aproveitado em outro cargo ou posto em disponibilidade com remuneração proporcional ao tempo de serviço. (Redação dada pela Emenda Constitucional nº 19, de 1998)","§ 2º Invalidada por sentença judicial a demissão do servidor estável, será ele reintegrado, e o eventual ocupante da vaga, se estável, reconduzido ao cargo de origem, sem direito a indenização, aproveitado em outro cargo ou posto em disponibilidade com remuneração proporcional ao tempo de serviço. (Redação dada pela Emenda Constitucional nº 19, de 1998)","cf88,2,11,3,,42,446,,",par
953,"§ 3º Extinto o cargo ou declarada a sua desnecessidade, o servidor estável ficará em disponibilidade, com remuneração proporcional ao tempo de serviço, até seu adequado aproveitamento em outro cargo. (Redação dada pela Emenda Constitucional nº 19, de 1998)","§ 3º Extinto o cargo ou declarada a sua desnecessidade, o servidor estável ficará em disponibilidade, com remuneração proporcional ao tempo de serviço, até seu adequado aproveitamento em outro cargo. (Redação dada pela Emenda Constitucional nº 19, de 1998)","cf88,2,11,3,,42,447,,",par
954,"§ 4º Como condição para a aquisição da estabilidade, é obrigatória a avaliação especial de desempenho por comissão instituída para essa finalidade. (Incluído pela Emenda Constitucional nº 19, de 1998)","§ 4º Como condição para a aquisição da estabilidade, é obrigatória a avaliação especial de desempenho por comissão instituída para essa finalidade. (Incluído pela Emenda Constitucional nº 19, de 1998)","cf88,2,11,3,,42,448,,",par
955,"Art. 42 Os membros das Polícias Militares e Corpos de Bombeiros Militares, instituições organizadas com base na hierarquia e disciplina, são militares dos Estados, do Distrito Federal e dos Territórios. (Redação dada pela Emenda Constitucional nº 18, de 1998)","Art. 42 Os membros das Polícias Militares e Corpos de Bombeiros Militares, instituições organizadas com base na hierarquia e disciplina, são militares dos Estados, do Distrito Federal e dos Territórios. (Redação dada pela Emenda Constitucional nº 18, de 1998)","cf88,2,11,4,,43,,,",art
956,"§ 1º Aplicam-se aos militares dos Estados, do Distrito Federal e dos Territórios, além do que vier a ser fixado em lei, as disposições do art. 14, § 8º; do art. 40, § 9º; e do art. 142, §§ 2º e 3º, cabendo a lei estadual específica dispor sobre as matérias do art. 142, § 3º, inciso X, sendo as patentes dos oficiais conferidas pelos respectivos governadores. (Redação dada pela Emenda Constitucional nº 20, de 15/12/98)","§ 1º Aplicam-se aos militares dos Estados, do Distrito Federal e dos Territórios, além do que vier a ser fixado em lei, as disposições do art. 14, § 8º; do art. 40, § 9º; e do art. 142, §§ 2º e 3º, cabendo a lei estadual específica dispor sobre as matérias do art. 142, § 3º, inciso X, sendo as patentes dos oficiais conferidas pelos respectivos governadores. (Redação dada pela Emenda Constitucional nº 20, de 15/12/98)","cf88,2,11,4,,43,449,,",par
957,"§ 2º Aos pensionistas dos militares dos Estados, do Distrito Federal e dos Territórios aplica-se o que for fixado em lei específica do respectivo ente estatal. (Redação dada pela Emenda Constitucional nº 41, 19.12.2003)","§ 2º Aos pensionistas dos militares dos Estados, do Distrito Federal e dos Territórios aplica-se o que for fixado em lei específica do respectivo ente estatal. (Redação dada pela Emenda Constitucional nº 41, 19.12.2003)","cf88,2,11,4,,43,450,,",par
958,"§ 3º Aplica-se aos militares dos Estados, do Distrito Federal e dos Territórios o disposto no art. 37, inciso XVI, com prevalência da atividade militar.             (Incluído pela Emenda Constitucional nº 101, de 2019)","§ 3º Aplica-se aos militares dos Estados, do Distrito Federal e dos Territórios o disposto no art. 37, inciso XVI, com prevalência da atividade militar.             (Incluído pela Emenda Constitucional nº 101, de 2019)","cf88,2,11,4,,43,451,,",par
959,"Art. 43. Para efeitos administrativos, a União poderá articular sua ação em um mesmo complexo geoeconômico e social, visando a seu desenvolvimento e à redução das desigualdades regionais.","Art. 43. Para efeitos administrativos, a União poderá articular sua ação em um mesmo complexo geoeconômico e social, visando a seu desenvolvimento e à redução das desigualdades regionais.","cf88,2,11,5,,44,,,",art
960,§ 1º - Lei complementar disporá sobre:,§ 1º - Lei complementar disporá sobre:,"cf88,2,11,5,,44,452,,",par
961,I - as condições para integração de regiões em desenvolvimento;,"Art. 43. Para efeitos administrativos, a União poderá articular sua ação em um mesmo complexo geoeconômico e social, visando a seu desenvolvimento e à redução das desigualdades regionais.§ 1º - Lei complementar disporá sobre:I - as condições para integração de regiões em desenvolvimento;","cf88,2,11,5,,44,452,130,",art-parag-inciso
962,"II - a composição dos organismos regionais que executarão, na forma da lei, os planos regionais, integrantes dos planos nacionais de desenvolvimento econômico e social, aprovados juntamente com estes.","Art. 43. Para efeitos administrativos, a União poderá articular sua ação em um mesmo complexo geoeconômico e social, visando a seu desenvolvimento e à redução das desigualdades regionais.§ 1º - Lei complementar disporá sobre:II - a composição dos organismos regionais que executarão, na forma da lei, os planos regionais, integrantes dos planos nacionais de desenvolvimento econômico e social, aprovados juntamente com estes.","cf88,2,11,5,,44,452,131,",art-parag-inciso
963,"§ 2º - Os incentivos regionais compreenderão, além de outros, na forma da lei:","§ 2º - Os incentivos regionais compreenderão, além de outros, na forma da lei:","cf88,2,11,5,,44,453,,",par
964,"I - igualdade de tarifas, fretes, seguros e outros itens de custos e preços de responsabilidade do Poder Público;","Art. 43. Para efeitos administrativos, a União poderá articular sua ação em um mesmo complexo geoeconômico e social, visando a seu desenvolvimento e à redução das desigualdades regionais.§ 2º - Os incentivos regionais compreenderão, além de outros, na forma da lei:I - igualdade de tarifas, fretes, seguros e outros itens de custos e preços de responsabilidade do Poder Público;","cf88,2,11,5,,44,453,132,",art-parag-inciso
965,II - juros favorecidos para financiamento de atividades prioritárias;,"Art. 43. Para efeitos administrativos, a União poderá articular sua ação em um mesmo complexo geoeconômico e social, visando a seu desenvolvimento e à redução das desigualdades regionais.§ 2º - Os incentivos regionais compreenderão, além de outros, na forma da lei:II - juros favorecidos para financiamento de atividades prioritárias;","cf88,2,11,5,,44,453,133,",art-parag-inciso
966,"III - isenções, reduções ou diferimento temporário de tributos federais devidos por pessoas físicas ou jurídicas;","Art. 43. Para efeitos administrativos, a União poderá articular sua ação em um mesmo complexo geoeconômico e social, visando a seu desenvolvimento e à redução das desigualdades regionais.§ 2º - Os incentivos regionais compreenderão, além de outros, na forma da lei:III - isenções, reduções ou diferimento temporário de tributos federais devidos por pessoas físicas ou jurídicas;","cf88,2,11,5,,44,453,134,",art-parag-inciso
967,"IV - prioridade para o aproveitamento econômico e social dos rios e das massas de água represadas ou represáveis nas regiões de baixa renda, sujeitas a secas periódicas.","Art. 43. Para efeitos administrativos, a União poderá articular sua ação em um mesmo complexo geoeconômico e social, visando a seu desenvolvimento e à redução das desigualdades regionais.§ 2º - Os incentivos regionais compreenderão, além de outros, na forma da lei:IV - prioridade para o aproveitamento econômico e social dos rios e das massas de água represadas ou represáveis nas regiões de baixa renda, sujeitas a secas periódicas.","cf88,2,11,5,,44,453,135,",art-parag-inciso
968,"§ 3º - Nas áreas a que se refere o § 2º, IV, a União incentivará a recuperação de terras áridas e cooperará com os pequenos e médios proprietários rurais para o estabelecimento, em suas glebas, de fontes de água e de pequena irrigação.","§ 3º - Nas áreas a que se refere o § 2º, IV, a União incentivará a recuperação de terras áridas e cooperará com os pequenos e médios proprietários rurais para o estabelecimento, em suas glebas, de fontes de água e de pequena irrigação.","cf88,2,11,5,,44,454,,",par
969,"Art. 44. O Poder Legislativo é exercido pelo Congresso Nacional, que se compõe da Câmara dos Deputados e do Senado Federal.","Art. 44. O Poder Legislativo é exercido pelo Congresso Nacional, que se compõe da Câmara dos Deputados e do Senado Federal.","cf88,3,12,6,,45,,,",art
970,Parágrafo único. Cada legislatura terá a duração de quatro anos.,Parágrafo único. Cada legislatura terá a duração de quatro anos.,"cf88,3,12,6,,45,455,,",par
971,"Art. 45. A Câmara dos Deputados compõe-se de representantes do povo, eleitos, pelo sistema proporcional, em cada Estado, em cada Território e no Distrito Federal.","Art. 45. A Câmara dos Deputados compõe-se de representantes do povo, eleitos, pelo sistema proporcional, em cada Estado, em cada Território e no Distrito Federal.","cf88,3,12,6,,46,,,",art
972,"§ 1º O número total de Deputados, bem como a representação por Estado e pelo Distrito Federal, será estabelecido por lei complementar, proporcionalmente à população, procedendo-se aos ajustes necessários, no ano anterior às eleições, para que nenhuma daquelas unidades da Federação tenha menos de oito ou mais de setenta Deputados.","§ 1º O número total de Deputados, bem como a representação por Estado e pelo Distrito Federal, será estabelecido por lei complementar, proporcionalmente à população, procedendo-se aos ajustes necessários, no ano anterior às eleições, para que nenhuma daquelas unidades da Federação tenha menos de oito ou mais de setenta Deputados.","cf88,3,12,6,,46,456,,",par
973,§ 2º Cada Território elegerá quatro Deputados.,§ 2º Cada Território elegerá quatro Deputados.,"cf88,3,12,6,,46,457,,",par
974,"Art. 46. O Senado Federal compõe-se de representantes dos Estados e do Distrito Federal, eleitos segundo o princípio majoritário.","Art. 46. O Senado Federal compõe-se de representantes dos Estados e do Distrito Federal, eleitos segundo o princípio majoritário.","cf88,3,12,6,,47,,,",art
