,original,Texto,endereço,tipo
839,"OBS.:   Pedro, motorista da Secretaria de Saúde do Estado do Amazonas, conduzia um veículo do referido ente público, quando provocou acidente automobilístico que resultou na incapacidade física e mental de Flávio. Após a interdição de Flávio, seu advogado pretende ajuizar ação de reparação de danos materiais e morais. A ação de reparação de dano NÃO exige a formação de litisconsórcio passivo necessário, SOMENTE a Secretaria de Saúde do Estado do Amazonas SERÁ PARTE.","OBS.:   Pedro, motorista da Secretaria de Saúde do Estado do Amazonas, conduzia um veículo do referido ente público, quando provocou acidente automobilístico que resultou na incapacidade física e mental de Flávio. Após a interdição de Flávio, seu advogado pretende ajuizar ação de reparação de danos materiais e morais. A ação de reparação de dano NÃO exige a formação de litisconsórcio passivo necessário, SOMENTE a Secretaria de Saúde do Estado do Amazonas SERÁ PARTE.","cf88,2,11,2,,37,395,,",questao
840,"OBS.: Em recente decisão, o STF entendeu que, quando o poder público comprovar causa impeditiva da sua atuação protetiva e não for possível ao Estado agir para evitar a morte de detento (que ocorreria mesmo que o preso estivesse em liberdade),não haverá responsabilidade civil do Estado, pois o nexo causal da sua omissão com o resultado danoso terá sido rompido.","OBS.: Em recente decisão, o STF entendeu que, quando o poder público comprovar causa impeditiva da sua atuação protetiva e não for possível ao Estado agir para evitar a morte de detento (que ocorreria mesmo que o preso estivesse em liberdade),não haverá responsabilidade civil do Estado, pois o nexo causal da sua omissão com o resultado danoso terá sido rompido.","cf88,2,11,2,,37,395,,",questao
841,OBS.: A CF inovou em relação às constituições anteriores ao prever a possibilidade de responsabilização de forma objetiva das pessoas jurídicas de direito privado que prestem serviço público.,OBS.: A CF inovou em relação às constituições anteriores ao prever a possibilidade de responsabilização de forma objetiva das pessoas jurídicas de direito privado que prestem serviço público.,"cf88,2,11,2,,37,395,,",questao
842,"OBS.: De acordo com a Constituição Federal, NÃO somente as pessoas jurídicas de direito público responderão pelos danos que seus agentes, nessa qualidade, causarem a terceiros, MAS TAMBÉM AS PESSOAS JURIDICAS DE DIREITO PRIVADO.","OBS.: De acordo com a Constituição Federal, NÃO somente as pessoas jurídicas de direito público responderão pelos danos que seus agentes, nessa qualidade, causarem a terceiros, MAS TAMBÉM AS PESSOAS JURIDICAS DE DIREITO PRIVADO.","cf88,2,11,2,,37,395,,",questao
843,"OBS.: No caso de reparação civil, AS PESSOAS JURÍDICAS DE DIREITO PÚBLICO E AS DE DIREITO PRIVADO E NÃO o agente público, objetivamente, se nessa qualidade causar acidente fatal.","OBS.: No caso de reparação civil, AS PESSOAS JURÍDICAS DE DIREITO PÚBLICO E AS DE DIREITO PRIVADO E NÃO o agente público, objetivamente, se nessa qualidade causar acidente fatal.","cf88,2,11,2,,37,395,,",questao
844,"OBS.: Um servidor público federal que, no exercício de sua função, causar dano a terceiros NÃO poderá ser demandado diretamente pela vítima em ação indenizatória.","OBS.: Um servidor público federal que, no exercício de sua função, causar dano a terceiros NÃO poderá ser demandado diretamente pela vítima em ação indenizatória.","cf88,2,11,2,,37,395,,",questao
845,"OBS.: A concessão de serviço público transfere ao concessionário a responsabilidade por prejuízos causados a terceiros, que é OBJETIVA nesse caso.","OBS.: A concessão de serviço público transfere ao concessionário a responsabilidade por prejuízos causados a terceiros, que é OBJETIVA nesse caso.","cf88,2,11,2,,37,395,,",questao
846,OBS.: A concessionária deverá ser responsabilizada pelos danos causados a usuários.,OBS.: A concessionária deverá ser responsabilizada pelos danos causados a usuários.,"cf88,2,11,2,,37,395,,",questao
847,"OBS.: De acordo com o Supremo Tribunal Federal, a responsabilidade civil das empresas públicas perante usuários de serviços públicos é objetiva. E perante terceiros não usuários, a sua responsabilidade CONTINUA SENDO OBJETIVA.","OBS.: De acordo com o Supremo Tribunal Federal, a responsabilidade civil das empresas públicas perante usuários de serviços públicos é objetiva. E perante terceiros não usuários, a sua responsabilidade CONTINUA SENDO OBJETIVA.","cf88,2,11,2,,37,395,,",questao
848,"OBS.: Na hipótese de uma empresa pública prestadora de serviços públicos não dispor de recursos financeiros para arcar com indenização decorrente de sua responsabilidade civil, o ente político instituidor dessa entidade deverá responder, de maneira subsidiária, pela indenização.","OBS.: Na hipótese de uma empresa pública prestadora de serviços públicos não dispor de recursos financeiros para arcar com indenização decorrente de sua responsabilidade civil, o ente político instituidor dessa entidade deverá responder, de maneira subsidiária, pela indenização.","cf88,2,11,2,,37,395,,",questao
849,"OBS.: CASO determinada lei tenha sido declarada inconstitucional pelo Supremo Tribunal Federal, entende-se que É POSSÍVEL a responsabilização do Estado pela edição da referida norma, uma vez que o Poder Legislativo NÃO é dotado de soberania no exercício da atividade legiferante.","OBS.: CASO determinada lei tenha sido declarada inconstitucional pelo Supremo Tribunal Federal, entende-se que É POSSÍVEL a responsabilização do Estado pela edição da referida norma, uma vez que o Poder Legislativo NÃO é dotado de soberania no exercício da atividade legiferante.","cf88,2,11,2,,37,395,,",questao
850,"OBS.: De acordo com a teoria da imputação, atualmente adotada no ordenamento jurídico brasileiro, a manifestação de vontade de pessoa jurídica dá-se por meio dos órgãos públicos, ou seja, conforme essa teoria, quando o agente do órgão manifesta sua vontade, a atuação é atribuída ao Estado.","OBS.: De acordo com a teoria da imputação, atualmente adotada no ordenamento jurídico brasileiro, a manifestação de vontade de pessoa jurídica dá-se por meio dos órgãos públicos, ou seja, conforme essa teoria, quando o agente do órgão manifesta sua vontade, a atuação é atribuída ao Estado.","cf88,2,11,2,,37,395,,",questao
851,"OBS.: Em função do dever de agir da administração, o agente público omisso poderá ser responsabilizado nos âmbitos civil, penal e administrativo.","OBS.: Em função do dever de agir da administração, o agente público omisso poderá ser responsabilizado nos âmbitos civil, penal e administrativo.","cf88,2,11,2,,37,395,,",questao
852,OBS.: A responsabilidade civil do Estado incide SE os danos causados forem de caráter patrimonial OU MORAL.,OBS.: A responsabilidade civil do Estado incide SE os danos causados forem de caráter patrimonial OU MORAL.,"cf88,2,11,2,,37,395,,",questao
853,"OBS.: As autarquias responderão objetivamente pelos danos provocados por seus agentes a terceiros, ainda que se comprove que esses agentes tenham agido com prudência, perícia e cuidados exigidos.","OBS.: As autarquias responderão objetivamente pelos danos provocados por seus agentes a terceiros, ainda que se comprove que esses agentes tenham agido com prudência, perícia e cuidados exigidos.","cf88,2,11,2,,37,395,,",questao
854,"OBS.: É objetiva a responsabilidade das pessoas jurídicas de direito privado prestadoras de serviços públicos em relação a terceiros, usuários ou não do serviço, podendo, ainda, o poder concedente responder subsidiariamente quando o concessionário causar prejuízos e não possuir meios de arcar com indenizações.","OBS.: É objetiva a responsabilidade das pessoas jurídicas de direito privado prestadoras de serviços públicos em relação a terceiros, usuários ou não do serviço, podendo, ainda, o poder concedente responder subsidiariamente quando o concessionário causar prejuízos e não possuir meios de arcar com indenizações.","cf88,2,11,2,,37,395,,",questao
855,"OBS.: Os entes da administração pública direta ou indireta respondem subsidiariamente quanto ao cumprimento das obrigações trabalhistas SE FICAR CARACTERIZADA SUA CONDULTA culposa, especialmente no que refere ao dever de fiscalizar o adimplemento das obrigações.","OBS.: Os entes da administração pública direta ou indireta respondem subsidiariamente quanto ao cumprimento das obrigações trabalhistas SE FICAR CARACTERIZADA SUA CONDULTA culposa, especialmente no que refere ao dever de fiscalizar o adimplemento das obrigações.","cf88,2,11,2,,37,395,,",questao
856,"OBS.: De acordo com o entendimento do STF, empresa concessionária de serviço público de transporte responde objetivamente pelos danos causados à família de vítima de atropelamento provocado por motorista de ônibus da empresa.","OBS.: De acordo com o entendimento do STF, empresa concessionária de serviço público de transporte responde objetivamente pelos danos causados à família de vítima de atropelamento provocado por motorista de ônibus da empresa.","cf88,2,11,2,,37,395,,",questao
857,"OBS.: Se, após um inquérito civil público, o MP ajuizar ação de improbidade contra agente público por ofensa ao princípio constitucional da publicidade, o agente público responderá SUBJETIVAMENTO pelos atos praticados, conforme o entendimento do STJ.","OBS.: Se, após um inquérito civil público, o MP ajuizar ação de improbidade contra agente público por ofensa ao princípio constitucional da publicidade, o agente público responderá SUBJETIVAMENTO pelos atos praticados, conforme o entendimento do STJ.","cf88,2,11,2,,37,395,,",questao
858,"OBS.: om referência à responsabilidade civil do Estado e supondo que um aluno de escola pública tenha gerado lesões corporais em um colega de sala, com uma arma de fogo, no decorrer de uma aula. No caso considerado, existe a obrigação do Estado em indenizar o dano causado ao aluno ferido.","OBS.: om referência à responsabilidade civil do Estado e supondo que um aluno de escola pública tenha gerado lesões corporais em um colega de sala, com uma arma de fogo, no decorrer de uma aula. No caso considerado, existe a obrigação do Estado em indenizar o dano causado ao aluno ferido.","cf88,2,11,2,,37,395,,",questao
859,"OBS.: Em decorrência do lançamento indevido de condenação criminal em seu registro eleitoral, efetuado por servidor do TRE/GO, um cidadão que não havia cometido nenhum crime, ficou impedido de votar na eleição presidencial, razão por que ajuizou contra o Estado ação pleiteando indenização por danos morais. Apurou-se que o erro havia ocorrido em virtude de homonímia e que tal cidadão, instado pelo TRE/GO em determinado momento, havia se recusado a fornecer ao tribunal o número de seu CPF. Em sua defesa, o poder público poderá alegar culpa do cidadão na geração do erro, uma vez que ele não forneceu o número de seu CPF. Nesse caso, conforme a teoria do risco administrativo, demonstrada culpa da vítima, a indenização poderá ser atenuada ou excluída.","OBS.: Em decorrência do lançamento indevido de condenação criminal em seu registro eleitoral, efetuado por servidor do TRE/GO, um cidadão que não havia cometido nenhum crime, ficou impedido de votar na eleição presidencial, razão por que ajuizou contra o Estado ação pleiteando indenização por danos morais. Apurou-se que o erro havia ocorrido em virtude de homonímia e que tal cidadão, instado pelo TRE/GO em determinado momento, havia se recusado a fornecer ao tribunal o número de seu CPF. Em sua defesa, o poder público poderá alegar culpa do cidadão na geração do erro, uma vez que ele não forneceu o número de seu CPF. Nesse caso, conforme a teoria do risco administrativo, demonstrada culpa da vítima, a indenização poderá ser atenuada ou excluída.","cf88,2,11,2,,37,395,,",questao
860,"OBS.: Situação hipotética: Um veículo particular, ao transpassar indevidamente um sinal vermelho, colidiu com veículo oficial da Procuradoria-Geral do Município de Fortaleza, que trafegava na contramão. Assertiva: Nessa situação, não existe a responsabilização integral do Estado, pois a culpa concorrente atenua o quantum  indenizatório.","OBS.: Situação hipotética: Um veículo particular, ao transpassar indevidamente um sinal vermelho, colidiu com veículo oficial da Procuradoria-Geral do Município de Fortaleza, que trafegava na contramão. Assertiva: Nessa situação, não existe a responsabilização integral do Estado, pois a culpa concorrente atenua o quantum  indenizatório.","cf88,2,11,2,,37,395,,",questao
861,"OBS.: João, servidor público civil, motorista do Exército brasileiro, enquanto conduzia veículo oficial, no exercício da sua função, colidiu com o automóvel de Maria, que não possui qualquer vínculo com o poder público. Após a devida apuração, ficou provado que os dois condutores agiram com culpa. A culpa concorrente da vítima DIMINUI (NÃO exclui) a responsabilidade da União para a reparação de danos sofridos por Maria.","OBS.: João, servidor público civil, motorista do Exército brasileiro, enquanto conduzia veículo oficial, no exercício da sua função, colidiu com o automóvel de Maria, que não possui qualquer vínculo com o poder público. Após a devida apuração, ficou provado que os dois condutores agiram com culpa. A culpa concorrente da vítima DIMINUI (NÃO exclui) a responsabilidade da União para a reparação de danos sofridos por Maria.","cf88,2,11,2,,37,395,,",questao
862,"OBS.: Um motorista alcoolizado abalroou por trás viatura da polícia militar que estava regularmente estacionada. Do acidente resultaram lesões em cidadão que estava retido dentro do compartimento traseiro do veículo. Esse cidadão então ajuizou ação de indenização por danos materiais contra o Estado, alegando responsabilidade objetiva. O procurador responsável pela contestação deixou de alegar culpa exclusiva de terceiro e não solicitou denunciação da lide. O corregedor determinou a apuração da responsabilidade do procurador, por entender que houve negligência na elaboração da defesa, por acreditar que seria útil à defesa do poder público alegar culpa exclusiva de terceiro na geração do acidente. Foi correto o corregedor quanto ao entendimento de que seria útil à defesa do poder público alegar culpa exclusiva de terceiro na geração do acidente, uma vez que, provada, ela pode excluir ou atenuar o valor da indenização.","OBS.: Um motorista alcoolizado abalroou por trás viatura da polícia militar que estava regularmente estacionada. Do acidente resultaram lesões em cidadão que estava retido dentro do compartimento traseiro do veículo. Esse cidadão então ajuizou ação de indenização por danos materiais contra o Estado, alegando responsabilidade objetiva. O procurador responsável pela contestação deixou de alegar culpa exclusiva de terceiro e não solicitou denunciação da lide. O corregedor determinou a apuração da responsabilidade do procurador, por entender que houve negligência na elaboração da defesa, por acreditar que seria útil à defesa do poder público alegar culpa exclusiva de terceiro na geração do acidente. Foi correto o corregedor quanto ao entendimento de que seria útil à defesa do poder público alegar culpa exclusiva de terceiro na geração do acidente, uma vez que, provada, ela pode excluir ou atenuar o valor da indenização.","cf88,2,11,2,,37,395,,",questao
863,"OBS.: Para garantir o seu direito de regresso, o poder público, ao responder à ação de indenização, NÃO É INSTRUMENTO HÁBIL a denunciação da lide ao servidor causador ao suposto dano.","OBS.: Para garantir o seu direito de regresso, o poder público, ao responder à ação de indenização, NÃO É INSTRUMENTO HÁBIL a denunciação da lide ao servidor causador ao suposto dano.","cf88,2,11,2,,37,395,,",questao
864,"OBS.: João, servidor público civil, motorista do Exército brasileiro, enquanto conduzia veículo oficial, no exercício da sua função, colidiu com o automóvel de Maria, que não possui qualquer vínculo com o poder público. Após a devida apuração, ficou provado que os dois condutores agiram com culpa. A União tem direito de regresso em face de João, considerando que, no caso, a responsabilidade do agente público é subjetiva.","OBS.: João, servidor público civil, motorista do Exército brasileiro, enquanto conduzia veículo oficial, no exercício da sua função, colidiu com o automóvel de Maria, que não possui qualquer vínculo com o poder público. Após a devida apuração, ficou provado que os dois condutores agiram com culpa. A União tem direito de regresso em face de João, considerando que, no caso, a responsabilidade do agente público é subjetiva.","cf88,2,11,2,,37,395,,",questao
865,"OBS.: Um numeroso grupo de pessoas se reuniu no centro comercial de determinada cidade para protestar contra a precarização dos hospitais locais. A agitação e a hostilidade dos manifestantes fizeram que lojistas do local acionassem o órgão de segurança pública competente para a necessária assistência. Os agentes não apareceram e vitrines de lojas do centro comercial foram apedrejadas. Como, segundo o ordenamento jurídico brasileiro, a responsabilidade do Estado é objetiva, é possível a caracterização de responsabilização estatal por atos de omissão, como a não prestação da assistência requerida para conter a multidão.","OBS.: Um numeroso grupo de pessoas se reuniu no centro comercial de determinada cidade para protestar contra a precarização dos hospitais locais. A agitação e a hostilidade dos manifestantes fizeram que lojistas do local acionassem o órgão de segurança pública competente para a necessária assistência. Os agentes não apareceram e vitrines de lojas do centro comercial foram apedrejadas. Como, segundo o ordenamento jurídico brasileiro, a responsabilidade do Estado é objetiva, é possível a caracterização de responsabilização estatal por atos de omissão, como a não prestação da assistência requerida para conter a multidão.","cf88,2,11,2,,37,395,,",questao
866,"OBS.: De acordo com o Código Civil, responderá, em caso de reparação civil, o agente público, SUBJETIVAMENTE, se nessa qualidade causar acidente fatal.","OBS.: De acordo com o Código Civil, responderá, em caso de reparação civil, o agente público, SUBJETIVAMENTE, se nessa qualidade causar acidente fatal.","cf88,2,11,2,,37,395,,",questao
887,"OBS.: A União, os estados, o Distrito Federal e os municípios devem, obrigatoriamente, instituir, no âmbito de sua competência, regime jurídico único aplicável tanto aos servidores da administração direta quanto aos das autarquias E fundações PÚBLICAS, O QUE NÃO SE APLICA ÀS sociedades de economia mista E ÀS empresas públicas.","OBS.: A União, os estados, o Distrito Federal e os municípios devem, obrigatoriamente, instituir, no âmbito de sua competência, regime jurídico único aplicável tanto aos servidores da administração direta quanto aos das autarquias E fundações PÚBLICAS, O QUE NÃO SE APLICA ÀS sociedades de economia mista E ÀS empresas públicas.","cf88,2,11,3,,39,,,",questao
891,"OBS.: De acordo com a CF, na fixação do vencimento e da remuneração dos servidores públicos, deve-se observer, a complexidade dos cargos componentes de cada carreira.","OBS.: De acordo com a CF, na fixação do vencimento e da remuneração dos servidores públicos, deve-se observer, a complexidade dos cargos componentes de cada carreira.","cf88,2,11,3,,40,411,111,",questao
896,"OBS.: Em razão do princípio da isonomia, é ADMITIDA, no serviço público, a aplicação de incentivos específicos para a proteção do mercado de trabalho da mulher.","OBS.: Em razão do princípio da isonomia, é ADMITIDA, no serviço público, a aplicação de incentivos específicos para a proteção do mercado de trabalho da mulher.","cf88,2,11,3,,40,413,,",questao
897,OBS.: O servidor público tem direito ao recebimento de remuneração pelo trabalho noturno em valor superior ao do diurno.,OBS.: O servidor público tem direito ao recebimento de remuneração pelo trabalho noturno em valor superior ao do diurno.,"cf88,2,11,3,,40,413,,",questao
908,"OBS.: Os servidores abrangidos pelo regime da previdência, serão aposentados compulsoriamente, com proventos proporcionais ao tempo de contribuição, aos 70 OU 75 anos de idade.","OBS.: Os servidores abrangidos pelo regime da previdência, serão aposentados compulsoriamente, com proventos proporcionais ao tempo de contribuição, aos 70 OU 75 anos de idade.","cf88,2,11,3,,41,420,115,",questao
945,OBS.: São estáveis os servidores públicos federais após 3 anos de efetivo exercício.,OBS.: São estáveis os servidores públicos federais após 3 anos de efetivo exercício.,"cf88,2,11,3,,42,,,",questao
946,"OBS.: Conforme entendimento pacificado pelo TST, o servidor público celetista da administração direta, autárquica ou fundacional é beneficiário do regime de estabilidade previsto na CF aos servidores nomeados para cargo de provimento efetivo.","OBS.: Conforme entendimento pacificado pelo TST, o servidor público celetista da administração direta, autárquica ou fundacional é beneficiário do regime de estabilidade previsto na CF aos servidores nomeados para cargo de provimento efetivo.","cf88,2,11,3,,42,,,",questao
951,"OBS.: O servidor público federal estável, habilitado em concurso público e empossado em cargo de provimento efetivo, perderá o cargo, ENTRE OUTROS MOTIVOS, em virtude de sentença judicial transitada em julgado.","OBS.: O servidor público federal estável, habilitado em concurso público e empossado em cargo de provimento efetivo, perderá o cargo, ENTRE OUTROS MOTIVOS, em virtude de sentença judicial transitada em julgado.","cf88,2,11,3,,42,445,129,",questao
978,"OBS.: Aos suplentes de senadores e deputados federais são garantidas as mesmas prerrogativas dos titulares, EXCETO SE não estiverem em exercício.","OBS.: Aos suplentes de senadores e deputados federais são garantidas as mesmas prerrogativas dos titulares, EXCETO SE não estiverem em exercício.","cf88,3,12,6,,47,460,,",questao
980,"OBS.: O quórum de votação de proposta em cada casa do Congresso Nacional e em suas comissões é de maioria simples de votos, ao passo que o quórum de instalação das sessões é de maioria absoluta de seus membros.","OBS.: O quórum de votação de proposta em cada casa do Congresso Nacional e em suas comissões é de maioria simples de votos, ao passo que o quórum de instalação das sessões é de maioria absoluta de seus membros.","cf88,3,12,6,,48,,,",questao
989,"OBS.: Apesar de Brasília ser a capital federal, a CF admite a transferência temporária da sede do governo federal, por meio de lei ordinária exarada pelo Congresso Nacional, com a sanção do presidente da República.","OBS.: Apesar de Brasília ser a capital federal, a CF admite a transferência temporária da sede do governo federal, por meio de lei ordinária exarada pelo Congresso Nacional, com a sanção do presidente da República.","cf88,3,12,7,,49,467,,",questao
997,"OBS.: O texto constitucional atribui ao Congresso Nacional a competência para fiscalizar a emissão de moeda no país, exclusivamente pelo Banco Central, nos termos de lei ORDINÁRIA.","OBS.: O texto constitucional atribui ao Congresso Nacional a competência para fiscalizar a emissão de moeda no país, exclusivamente pelo Banco Central, nos termos de lei ORDINÁRIA.","cf88,3,12,7,,49,474,,",questao
1001,"OBS.: Ao Congresso Nacional NÃO é vedado, rejeitar tratado internacional que, firmado pelo presidente da República, verse sobre direitos humanos.","OBS.: Ao Congresso Nacional NÃO é vedado, rejeitar tratado internacional que, firmado pelo presidente da República, verse sobre direitos humanos.","cf88,3,12,7,,50,476,,",questao
1002,"OBS.: Os tratados ou acordos internacionais firmados pelo presidente da República que impliquem compromissos gravosos ao patrimônio nacional somente terão validade se forem aprovados pelo CONGRESSO NACIONAL, órgão ao qual compete, em caráter EXCLUSIVA, resolver definitivamente esses temas.","OBS.: Os tratados ou acordos internacionais firmados pelo presidente da República que impliquem compromissos gravosos ao patrimônio nacional somente terão validade se forem aprovados pelo CONGRESSO NACIONAL, órgão ao qual compete, em caráter EXCLUSIVA, resolver definitivamente esses temas.","cf88,3,12,7,,50,476,,",questao
1007,"OBS.: Compete ao CONGRESSO NACIONAL, como mecanismo de controle EXTERNO, sustar, de ofício, os atos normativos do Poder Executivo que exorbitem do poder regulamentar.","OBS.: Compete ao CONGRESSO NACIONAL, como mecanismo de controle EXTERNO, sustar, de ofício, os atos normativos do Poder Executivo que exorbitem do poder regulamentar.","cf88,3,12,7,,50,480,,",questao
1008,"OBS.: Compete ao Congresso Nacional sustar os atos normativos do Poder Executivo que exorbitem do poder regulamentar, sustando, se for o caso, seus efeitos independentemente de prévia manifestação do Poder Judiciário.","OBS.: Compete ao Congresso Nacional sustar os atos normativos do Poder Executivo que exorbitem do poder regulamentar, sustando, se for o caso, seus efeitos independentemente de prévia manifestação do Poder Judiciário.","cf88,3,12,7,,50,480,,",questao
1009,"OBS.: Decreto legislativo editado pelo Poder Legislativo para sustar ato normativo do Poder Executivo por exorbitância do poder regulamentar pode ser apreciado em controle abstrato de normas, oportunidade em que o tribunal competente deverá analisar se tal ato normativo efetivamente extrapolou a lei objeto de regulamentação para, somente depois disso, decidir sobre a constitucionalidade do referido decreto legislativo.","OBS.: Decreto legislativo editado pelo Poder Legislativo para sustar ato normativo do Poder Executivo por exorbitância do poder regulamentar pode ser apreciado em controle abstrato de normas, oportunidade em que o tribunal competente deverá analisar se tal ato normativo efetivamente extrapolou a lei objeto de regulamentação para, somente depois disso, decidir sobre a constitucionalidade do referido decreto legislativo.","cf88,3,12,7,,50,480,,",questao
1020,"OBS.: No ordenamento jurídico brasileiro, NÃO se admite a autorização de referendo e a convocação de plebiscito por meio de medida provisória, POIS É COMPETÊNCIA EXCLUSIVA DO CONGRESSO NACIONAL E SERÁ MANTIDA POR DECRETO LEGISLATIVO.","OBS.: No ordenamento jurídico brasileiro, NÃO se admite a autorização de referendo e a convocação de plebiscito por meio de medida provisória, POIS É COMPETÊNCIA EXCLUSIVA DO CONGRESSO NACIONAL E SERÁ MANTIDA POR DECRETO LEGISLATIVO.","cf88,3,12,7,,50,490,,",questao
1021,"OBS.: É da competência exclusiva do Congresso Nacional convocar plebiscito, caso em que é desnecessária a sanção do presidente da República.","OBS.: É da competência exclusiva do Congresso Nacional convocar plebiscito, caso em que é desnecessária a sanção do presidente da República.","cf88,3,12,7,,50,490,,",questao
1026,OBS.: Compete ao Senado Federal ou à Câmara dos Deputados ? INCLUINDO suas comissões ? convocar titulares de órgãos diretamente subordinados à Presidência da República.,OBS.: Compete ao Senado Federal ou à Câmara dos Deputados ? INCLUINDO suas comissões ? convocar titulares de órgãos diretamente subordinados à Presidência da República.,"cf88,3,12,7,,51,,,",questao
1037,"OBS.: O Ministro de Estado que cometer crime de responsabilidade conexo com outro crime de responsabilidade cometido pelo Vice-Presidente da República NÃO será processado e julgado pelo Supremo Tribunal Federal, MAS SIM PELO SENADO FEDERAL.","OBS.: O Ministro de Estado que cometer crime de responsabilidade conexo com outro crime de responsabilidade cometido pelo Vice-Presidente da República NÃO será processado e julgado pelo Supremo Tribunal Federal, MAS SIM PELO SENADO FEDERAL.","cf88,3,12,9,,53,501,,",questao
1039,OBS.: Compete ao Senado Federal processar e julgar os membros do CNMP acusados da prática de crime de responsabilidade.,OBS.: Compete ao Senado Federal processar e julgar os membros do CNMP acusados da prática de crime de responsabilidade.,"cf88,3,12,9,,53,502,,",questao
1040,"OBS.: Uma ação em que se questione a responsabilidade pessoal de conselheiro do Conselho Nacional de Justiça (CNJ) NÃO deverá ser ajuizada perante o STF, que NÃO detém a competência originária para processar e julgar o feito, MAS SIM DEVERÁ SER AJUIZADA PERANTE O SENADO FEDERAL, QUE DETÉM A COMPETÊNCIA PRIVATIVA PARA JULGAR CONSELHEIRO NACIONAL DE JUSTIÇA (CNJ).","OBS.: Uma ação em que se questione a responsabilidade pessoal de conselheiro do Conselho Nacional de Justiça (CNJ) NÃO deverá ser ajuizada perante o STF, que NÃO detém a competência originária para processar e julgar o feito, MAS SIM DEVERÁ SER AJUIZADA PERANTE O SENADO FEDERAL, QUE DETÉM A COMPETÊNCIA PRIVATIVA PARA JULGAR CONSELHEIRO NACIONAL DE JUSTIÇA (CNJ).","cf88,3,12,9,,53,502,,",questao
1041,"OBS.: Se o Procurador-Geral da República cometer crime de responsabilidade, NÃO será processado e julgado pelo Supremo Tribunal Federal, MAS SIM PELO SENADO FEDERAL.","OBS.: Se o Procurador-Geral da República cometer crime de responsabilidade, NÃO será processado e julgado pelo Supremo Tribunal Federal, MAS SIM PELO SENADO FEDERAL.","cf88,3,12,9,,53,502,,",questao
1042,"OBS.: Em relação ao CNMP, compete ao Senado Federal processar e julgar os membros do CNMP acusados da prática de crime de responsabilidade.","OBS.: Em relação ao CNMP, compete ao Senado Federal processar e julgar os membros do CNMP acusados da prática de crime de responsabilidade.","cf88,3,12,9,,53,502,,",questao
1043,"OBS.: É prerrogativa do Procurador-Geral da República, dentre outras, ser processado e julgado, nos crimes de responsabilidade, pelo SENADO e pelo STF, nos crimes comuns.","OBS.: É prerrogativa do Procurador-Geral da República, dentre outras, ser processado e julgado, nos crimes de responsabilidade, pelo SENADO e pelo STF, nos crimes comuns.","cf88,3,12,9,,53,502,,",questao
1053,"OBS.: Nem todo empréstimo público tomado pelo município precisa, para sua realização, de autorização específica do Senado Federal.","OBS.: Nem todo empréstimo público tomado pelo município precisa, para sua realização, de autorização específica do Senado Federal.","cf88,3,12,9,,53,505,,",questao
1055,"OBS.: A competência do Senado Federal para fixar, por proposta do presidente da República, limites globais para o montante da dívida consolidada do DF, é uma das hipóteses de controle político exercido pelo Poder Legislativo.","OBS.: A competência do Senado Federal para fixar, por proposta do presidente da República, limites globais para o montante da dívida consolidada do DF, é uma das hipóteses de controle político exercido pelo Poder Legislativo.","cf88,3,12,9,,53,506,,",questao
1057,"OBS.: Compete ao Senado Federal dispor, por proposta do presidente da República, sobre limites globais e condições para a operação de créditos externo e interno da União, dos estados, dos municípios e do DF, E DAS autarquias.","OBS.: Compete ao Senado Federal dispor, por proposta do presidente da República, sobre limites globais e condições para a operação de créditos externo e interno da União, dos estados, dos municípios e do DF, E DAS autarquias.","cf88,3,12,9,,53,507,,",questao
1062,"OBS.: A destituição do Procurador-Geral da República, por iniciativa do Presidente da República, deverá ser precedida de autorização da maioria absoluta do Senado Federal, em votação SECRETA.","OBS.: A destituição do Procurador-Geral da República, por iniciativa do Presidente da República, deverá ser precedida de autorização da maioria absoluta do Senado Federal, em votação SECRETA.","cf88,3,12,9,,53,511,,",questao
1063,"OBS.: A destituição, pelo presidente da República, do procurador-geral da República depende de autorização da maioria absoluta do SENADO.","OBS.: A destituição, pelo presidente da República, do procurador-geral da República depende de autorização da maioria absoluta do SENADO.","cf88,3,12,9,,53,511,,",questao
1070,"OBS.: Caso um parlamentar conceda declarações à imprensa, ainda que fora do ambiente de trabalho, e tais manifestações estejam vinculadas ao exercício do mandato, incidirá sobre essa atuação a cláusula de inviolabilidade constitucional.","OBS.: Caso um parlamentar conceda declarações à imprensa, ainda que fora do ambiente de trabalho, e tais manifestações estejam vinculadas ao exercício do mandato, incidirá sobre essa atuação a cláusula de inviolabilidade constitucional.","cf88,3,12,10,,54,,,",questao
1072,"OBS.: O processo penal impetrado contra deputado federal será julgado no STF, enquanto durar seu mandato, ainda que o crime tenha sido cometido antes da eleição.","OBS.: O processo penal impetrado contra deputado federal será julgado no STF, enquanto durar seu mandato, ainda que o crime tenha sido cometido antes da eleição.","cf88,3,12,10,,54,517,,",questao
