,Lei,Titulo,Capitulo,sec,subsec,art,niv2,Texto,endereço,end
149,cf88,3,12,11,,58,544,II - elaborar o regimento comum e regular a criação de serviços comuns às duas Casas;,"cf88,3,12,11,,58,544,149,",II
150,cf88,3,12,11,,58,544,III - receber o compromisso do Presidente e do Vice-Presidente da República;,"cf88,3,12,11,,58,544,150,",III
151,cf88,3,12,11,,58,544,IV - conhecer do veto e sobre ele deliberar.,"cf88,3,12,11,,58,544,151,",IV
152,cf88,3,12,11,,58,547,"I - pelo Presidente do Senado Federal, em caso de decretação de estado de defesa ou de intervenção federal, de pedido de autorização para a decretação de estado de sítio e para o compromisso e a posse do Presidente e do Vice-Presidente da República;","cf88,3,12,11,,58,547,152,",I
153,cf88,3,12,11,,58,547,"II - pelo Presidente da República, pelos Presidentes da Câmara dos Deputados e do Senado Federal ou a requerimento da maioria dos membros de ambas as Casas, em caso de urgência ou interesse público relevante, em todas as hipóteses deste inciso com a aprovação da maioria absoluta de cada uma das Casas do Congresso Nacional. (Redação dada pela Emenda Constitucional nº 50, de 2006)","cf88,3,12,11,,58,547,153,",II
154,cf88,3,12,12,,59,551,"I - discutir e votar projeto de lei que dispensar, na forma do regimento, a competência do Plenário, salvo se houver recurso de um décimo dos membros da Casa;","cf88,3,12,12,,59,551,154,",I
155,cf88,3,12,12,,59,551,II - realizar audiências públicas com entidades da sociedade civil;,"cf88,3,12,12,,59,551,155,",II
156,cf88,3,12,12,,59,551,III - convocar Ministros de Estado para prestar informações sobre assuntos inerentes a suas atribuições;,"cf88,3,12,12,,59,551,156,",III
157,cf88,3,12,12,,59,551,"IV - receber petições, reclamações, representações ou queixas de qualquer pessoa contra atos ou omissões das autoridades ou entidades públicas;","cf88,3,12,12,,59,551,157,",IV
158,cf88,3,12,12,,59,551,V - solicitar depoimento de qualquer autoridade ou cidadão;,"cf88,3,12,12,,59,551,158,",V
159,cf88,3,12,12,,59,551,"VI - apreciar programas de obras, planos nacionais, regionais e setoriais de desenvolvimento e sobre eles emitir parecer.","cf88,3,12,12,,59,551,159,",VI
160,cf88,3,12,13,1,61,568,I - a forma federativa de Estado;,"cf88,3,12,13,1,61,568,160,",I
161,cf88,3,12,13,1,61,568,"II - o voto direto, secreto, universal e periódico;","cf88,3,12,13,1,61,568,161,",II
162,cf88,3,12,13,1,61,568,III - a separação dos Poderes;,"cf88,3,12,13,1,61,568,162,",III
163,cf88,3,12,13,1,61,568,IV - os direitos e garantias individuais.,"cf88,3,12,13,1,61,568,163,",IV
164,cf88,3,12,13,2,62,570,I - fixem ou modifiquem os efetivos das Forças Armadas;,"cf88,3,12,13,2,62,570,164,",I
165,cf88,3,12,13,2,62,570,II - disponham sobre:,"cf88,3,12,13,2,62,570,165,",II
166,cf88,3,12,13,2,63,572,"I ? relativa a: (Incluído pela Emenda Constitucional nº 32, de 2001)","cf88,3,12,13,2,63,572,166,",I
167,cf88,3,12,13,2,63,572,"II ? que vise a detenção ou seqüestro de bens, de poupança popular ou qualquer outro ativo financeiro; (Incluído pela Emenda Constitucional nº 32, de 2001)","cf88,3,12,13,2,63,572,167,",II
168,cf88,3,12,13,2,63,572,"III ? reservada a lei complementar; (Incluído pela Emenda Constitucional nº 32, de 2001)","cf88,3,12,13,2,63,572,168,",III
169,cf88,3,12,13,2,63,572,"IV ? já disciplinada em projeto de lei aprovado pelo Congresso Nacional e pendente de sanção ou veto do Presidente da República. (Incluído pela Emenda Constitucional nº 32, de 2001)","cf88,3,12,13,2,63,572,169,",IV
170,cf88,3,12,13,2,69,598,"I - organização do Poder Judiciário e do Ministério Público, a carreira e a garantia de seus membros;","cf88,3,12,13,2,69,598,170,",I
171,cf88,3,12,13,2,69,598,"II - nacionalidade, cidadania, direitos individuais, políticos e eleitorais;","cf88,3,12,13,2,69,598,171,",II
172,cf88,3,12,13,2,69,598,"III - planos plurianuais, diretrizes orçamentárias e orçamentos.","cf88,3,12,13,2,69,598,172,",III
173,cf88,3,12,14,,74,619,I - mais de trinta e cinco e menos de sessenta e cinco anos de idade;,"cf88,3,12,14,,74,619,173,",I
174,cf88,3,12,14,,74,619,II - idoneidade moral e reputação ilibada;,"cf88,3,12,14,,74,619,174,",II
175,cf88,3,12,14,,74,619,"III - notórios conhecimentos jurídicos, contábeis, econômicos e financeiros ou de administração pública;","cf88,3,12,14,,74,619,175,",III
176,cf88,3,12,14,,74,619,IV - mais de dez anos de exercício de função ou de efetiva atividade profissional que exija os conhecimentos mencionados no inciso anterior.,"cf88,3,12,14,,74,619,176,",IV
177,cf88,3,12,14,,74,620,"I - um terço pelo Presidente da República, com aprovação do Senado Federal, sendo dois alternadamente dentre auditores e membros do Ministério Público junto ao Tribunal, indicados em lista tríplice pelo Tribunal, segundo os critérios de antigüidade e merecimento;","cf88,3,12,14,,74,620,177,",I
178,cf88,3,12,14,,74,620,II - dois terços pelo Congresso Nacional.,"cf88,3,12,14,,74,620,178,",II
179,cf88,3,13,16,,85,644,"a) organização e funcionamento da administração federal, quando não implicar aumento de despesa nem criação ou extinção de órgãos públicos; (Incluída pela Emenda Constitucional nº 32, de 2001)","cf88,3,13,16,,85,644,179,",a
180,cf88,3,13,16,,85,644,"b) extinção de funções ou cargos públicos, quando vagos; (Incluída pela Emenda Constitucional nº 32, de 2001)","cf88,3,13,16,,85,644,180,",b
181,cf88,3,13,17,,87,676,"I - nas infrações penais comuns, se recebida a denúncia ou queixa-crime pelo Supremo Tribunal Federal;","cf88,3,13,17,,87,676,181,",I
182,cf88,3,13,17,,87,676,"II - nos crimes de responsabilidade, após a instauração do processo pelo Senado Federal.","cf88,3,13,17,,87,676,182,",II
183,cf88,3,13,18,,88,680,"I - exercer a orientação, coordenação e supervisão dos órgãos e entidades da administração federal na área de sua competência e referendar os atos e decretos assinados pelo Presidente da República;","cf88,3,13,18,,88,680,183,",I
184,cf88,3,13,18,,88,680,"II - expedir instruções para a execução das leis, decretos e regulamentos;","cf88,3,13,18,,88,680,184,",II
185,cf88,3,13,18,,88,680,III - apresentar ao Presidente da República relatório anual de sua gestão no Ministério;,"cf88,3,13,18,,88,680,185,",III
186,cf88,3,13,18,,88,680,IV - praticar os atos pertinentes às atribuições que lhe forem outorgadas ou delegadas pelo Presidente da República.,"cf88,3,13,18,,88,680,186,",IV
187,cf88,3,13,19,4,92,700,"I - opinar nas hipóteses de declaração de guerra e de celebração da paz, nos termos desta Constituição;","cf88,3,13,19,4,92,700,187,",I
188,cf88,3,13,19,4,92,700,"II - opinar sobre a decretação do estado de defesa, do estado de sítio e da intervenção federal;","cf88,3,13,19,4,92,700,188,",II
189,cf88,3,13,19,4,92,700,"III - propor os critérios e condições de utilização de áreas indispensáveis à segurança do território nacional e opinar sobre seu efetivo uso, especialmente na faixa de fronteira e nas relacionadas com a preservação e a exploração dos recursos naturais de qualquer tipo;","cf88,3,13,19,4,92,700,189,",III
190,cf88,3,13,19,4,92,700,"IV - estudar, propor e acompanhar o desenvolvimento de iniciativas necessárias a garantir a independência nacional e a defesa do Estado democrático.","cf88,3,13,19,4,92,700,190,",IV
191,cf88,3,14,20,,94,714,a) é obrigatória a promoção do juiz que figure por três vezes consecutivas ou cinco alternadas em lista de merecimento;,"cf88,3,14,20,,94,714,191,",a
192,cf88,3,14,20,,94,714,"b) a promoção por merecimento pressupõe dois anos de exercício na respectiva entrância e integrar o juiz a primeira quinta parte da lista de antigüidade desta, salvo se não houver com tais requisitos quem aceite o lugar vago;","cf88,3,14,20,,94,714,192,",b
193,cf88,3,14,20,,94,714,"c) aferição do merecimento conforme o desempenho e pelos critérios objetivos de produtividade e presteza no exercício da jurisdição e pela freqüência e aproveitamento em cursos oficiais ou reconhecidos de aperfeiçoamento; (Redação dada pela Emenda Constitucional nº 45, de 2004)","cf88,3,14,20,,94,714,193,",c
194,cf88,3,14,20,,94,714,"d) na apuração de antigüidade, o tribunal somente poderá recusar o juiz mais antigo pelo voto fundamentado de dois terços de seus membros, conforme procedimento próprio, e assegurada ampla defesa, repetindo-se a votação até fixar-se a indicação; (Redação dada pela Emenda Constitucional nº 45, de 2004)","cf88,3,14,20,,94,714,194,",d
195,cf88,3,14,20,,94,714,"e) não será promovido o juiz que, injustificadamente, retiver autos em seu poder além do prazo legal, não podendo devolvê-los ao cartório sem o devido despacho ou decisão; (Incluída pela Emenda Constitucional nº 45, de 2004)","cf88,3,14,20,,94,714,195,",e
196,cf88,3,14,20,,96,733,"I - exercer, ainda que em disponibilidade, outro cargo ou função, salvo uma de magistério;","cf88,3,14,20,,96,733,196,",I
197,cf88,3,14,20,,96,733,"II - receber, a qualquer título ou pretexto, custas ou participação em processo;","cf88,3,14,20,,96,733,197,",II
198,cf88,3,14,20,,96,733,III - dedicar-se à atividade político-partidária.,"cf88,3,14,20,,96,733,198,",III
199,cf88,3,14,20,,96,733,"IV receber, a qualquer título ou pretexto, auxílios ou contribuições de pessoas físicas, entidades públicas ou privadas, ressalvadas as exceções previstas em lei; (Incluído pela Emenda Constitucional nº 45, de 2004)","cf88,3,14,20,,96,733,199,",IV
200,cf88,3,14,20,,96,733,"V exercer a advocacia no juízo ou tribunal do qual se afastou, antes de decorridos três anos do afastamento do cargo por aposentadoria ou exoneração. (Incluído pela Emenda Constitucional nº 45, de 2004)","cf88,3,14,20,,96,733,200,",V
201,cf88,3,14,20,,97,734,"a) eleger seus órgãos diretivos e elaborar seus regimentos internos, com observância das normas de processo e das garantias processuais das partes, dispondo sobre a competência e o funcionamento dos respectivos órgãos jurisdicionais e administrativos;","cf88,3,14,20,,97,734,201,",a
202,cf88,3,14,20,,97,734,"b) organizar suas secretarias e serviços auxiliares e os dos juízos que lhes forem vinculados, velando pelo exercício da atividade correicional respectiva;","cf88,3,14,20,,97,734,202,",b
203,cf88,3,14,20,,97,734,"c) prover, na forma prevista nesta Constituição, os cargos de juiz de carreira da respectiva jurisdição;","cf88,3,14,20,,97,734,203,",c
204,cf88,3,14,20,,97,734,d) propor a criação de novas varas judiciárias;,"cf88,3,14,20,,97,734,204,",d
205,cf88,3,14,20,,97,734,"e) prover, por concurso público de provas, ou de provas e títulos, obedecido o disposto no art. 169, parágrafo único, os cargos necessários à administração da Justiça, exceto os de confiança assim definidos em lei;","cf88,3,14,20,,97,734,205,",e
206,cf88,3,14,20,,97,734,"f) conceder licença, férias e outros afastamentos a seus membros e aos juízes e servidores que lhes forem imediatamente vinculados;","cf88,3,14,20,,97,734,206,",f
207,cf88,3,14,20,,97,735,a) a alteração do número de membros dos tribunais inferiores;,"cf88,3,14,20,,97,735,207,",a
208,cf88,3,14,20,,97,735,"b) a criação e a extinção de cargos e a remuneração dos seus serviços auxiliares e dos juízos que lhes forem vinculados, bem como a fixação do subsídio de seus membros e dos juízes, inclusive dos tribunais inferiores, onde houver; (Redação dada pela Emenda Constitucional nº 41, 19.12.2003)","cf88,3,14,20,,97,735,208,",b
209,cf88,3,14,20,,97,735,c) a criação ou extinção dos tribunais inferiores;,"cf88,3,14,20,,97,735,209,",c
210,cf88,3,14,20,,97,735,d) a alteração da organização e da divisão judiciárias;,"cf88,3,14,20,,97,735,210,",d
211,cf88,3,14,20,,100,742,"I - no âmbito da União, aos Presidentes do Supremo Tribunal Federal e dos Tribunais Superiores, com a aprovação dos respectivos tribunais;","cf88,3,14,20,,100,742,211,",I
212,cf88,3,14,20,,100,742,"II - no âmbito dos Estados e no do Distrito Federal e Territórios, aos Presidentes dos Tribunais de Justiça, com a aprovação dos respectivos tribunais.","cf88,3,14,20,,100,742,212,",II
213,cf88,3,14,20,,101,763,"I - na União, as parcelas entregues aos Estados, ao Distrito Federal e aos Municípios por determinação constitucional;     (Incluído pela Emenda Constitucional nº 94, de 2016)","cf88,3,14,20,,101,763,213,",I
214,cf88,3,14,20,,101,763,"II - nos Estados, as parcelas entregues aos Municípios por determinação constitucional;     (Incluído pela Emenda Constitucional nº 94, de 2016)","cf88,3,14,20,,101,763,214,",II
215,cf88,3,14,20,,101,763,"III - na União, nos Estados, no Distrito Federal e nos Municípios, a contribuição dos servidores para custeio de seu sistema de previdência e assistência social e as receitas provenientes da compensação financeira referida no § 9º do art. 201 da Constituição Federal.     (Incluído pela Emenda Constitucional nº 94, de 2016)","cf88,3,14,20,,101,763,215,",III
216,cf88,3,14,21,,103,767,"a)     a ação direta de inconstitucionalidade de lei ou ato normativo federal ou estadual e a ação declaratória de constitucionalidade de lei ou ato normativo federal; (Redação dada pela Emenda Constitucional nº 3, de 1993)","cf88,3,14,21,,103,767,216,",a
217,cf88,3,14,21,,103,767,"b) nas infrações penais comuns, o Presidente da República, o Vice-Presidente, os membros do Congresso Nacional, seus próprios Ministros e o Procurador-Geral da República;","cf88,3,14,21,,103,767,217,",b
218,cf88,3,14,21,,103,767,"c) nas infrações penais comuns e nos crimes de responsabilidade, os Ministros de Estado e os Comandantes da Marinha, do Exército e da Aeronáutica, ressalvado o disposto no art. 52, I, os membros dos Tribunais Superiores, os do Tribunal de Contas da União e os chefes de missão diplomática de caráter permanente; (Redação dada pela Emenda Constitucional nº 23, de 1999)","cf88,3,14,21,,103,767,218,",c
219,cf88,3,14,21,,103,767,"d) o habeas corpus, sendo paciente qualquer das pessoas referidas nas alíneas anteriores; o mandado de segurança e o habeas data contra atos do Presidente da República, das Mesas da Câmara dos Deputados e do Senado Federal, do Tribunal de Contas da União, do Procurador-Geral da República e do próprio Supremo Tribunal Federal;","cf88,3,14,21,,103,767,219,",d
220,cf88,3,14,21,,103,767,"e) o litígio entre Estado estrangeiro ou organismo internacional e a União, o Estado, o Distrito Federal ou o Território;","cf88,3,14,21,,103,767,220,",e
221,cf88,3,14,21,,103,767,"f) as causas e os conflitos entre a União e os Estados, a União e o Distrito Federal, ou entre uns e outros, inclusive as respectivas entidades da administração indireta;","cf88,3,14,21,,103,767,221,",f
222,cf88,3,14,21,,103,767,g) a extradição solicitada por Estado estrangeiro;,"cf88,3,14,21,,103,767,222,",g
223,cf88,3,14,21,,103,767,"h) (Revogado pela Emenda Constitucional nº 45, de 2004)","cf88,3,14,21,,103,767,223,",h
224,cf88,3,14,21,,103,767,"i) o habeas corpus, quando o coator for Tribunal Superior ou quando o coator ou o paciente for autoridade ou funcionário cujos atos estejam sujeitos diretamente à jurisdição do Supremo Tribunal Federal, ou se trate de crime sujeito à mesma jurisdição em uma única instância; (Redação dada pela Emenda Constitucional nº 22, de 1999)","cf88,3,14,21,,103,767,224,",i
225,cf88,3,14,21,,103,767,j) a revisão criminal e a ação rescisória de seus julgados;,"cf88,3,14,21,,103,767,225,",j
226,cf88,3,14,21,,103,767,l) a reclamação para a preservação de sua competência e garantia da autoridade de suas decisões;,"cf88,3,14,21,,103,767,226,",l
227,cf88,3,14,21,,103,767,"m) a execução de sentença nas causas de sua competência originária, facultada a delegação de atribuições para a prática de atos processuais;","cf88,3,14,21,,103,767,227,",m
228,cf88,3,14,21,,103,767,"n) a ação em que todos os membros da magistratura sejam direta ou indiretamente interessados, e aquela em que mais da metade dos membros do tribunal de origem estejam impedidos ou sejam direta ou indiretamente interessados;","cf88,3,14,21,,103,767,228,",n
229,cf88,3,14,21,,103,767,"o) os conflitos de competência entre o Superior Tribunal de Justiça e quaisquer tribunais, entre Tribunais Superiores, ou entre estes e qualquer outro tribunal;","cf88,3,14,21,,103,767,229,",o
230,cf88,3,14,21,,103,767,p) o pedido de medida cautelar das ações diretas de inconstitucionalidade;,"cf88,3,14,21,,103,767,230,",p
231,cf88,3,14,21,,103,767,"q) o mandado de injunção, quando a elaboração da norma regulamentadora for atribuição do Presidente da República, do Congresso Nacional, da Câmara dos Deputados, do Senado Federal, das Mesas de uma dessas Casas Legislativas, do Tribunal de Contas da União, de um dos Tribunais Superiores, ou do próprio Supremo Tribunal Federal;","cf88,3,14,21,,103,767,231,",q
232,cf88,3,14,21,,103,767,"r) as ações contra o Conselho Nacional de Justiça e contra o Conselho Nacional do Ministério Público; (Incluída pela Emenda Constitucional nº 45, de 2004)","cf88,3,14,21,,103,767,232,",r
233,cf88,3,14,21,,103,768,"a) o habeas corpus, o mandado de segurança, o habeas data e o mandado de injunção decididos em única instância pelos Tribunais Superiores, se denegatória a decisão;","cf88,3,14,21,,103,768,233,",a
234,cf88,3,14,21,,103,768,b) o crime político;,"cf88,3,14,21,,103,768,234,",b
235,cf88,3,14,21,,103,769,a) contrariar dispositivo desta Constituição;,"cf88,3,14,21,,103,769,235,",a
236,cf88,3,14,21,,103,769,b) declarar a inconstitucionalidade de tratado ou lei federal;,"cf88,3,14,21,,103,769,236,",b
237,cf88,3,14,21,,103,769,c) julgar válida lei ou ato de governo local contestado em face desta Constituição.,"cf88,3,14,21,,103,769,237,",c
238,cf88,3,14,21,,103,769,"d) julgar válida lei local contestada em face de lei federal. (Incluída pela Emenda Constitucional nº 45, de 2004)","cf88,3,14,21,,103,769,238,",d
239,cf88,3,14,21,,106,805,"I - zelar pela autonomia do Poder Judiciário e pelo cumprimento do Estatuto da Magistratura, podendo expedir atos regulamentares, no âmbito de sua competência, ou recomendar providências; (Incluído pela Emenda Constitucional nº 45, de 2004)","cf88,3,14,21,,106,805,239,",I
240,cf88,3,14,21,,106,805,"II - zelar pela observância do art. 37 e apreciar, de ofício ou mediante provocação, a legalidade dos atos administrativos praticados por membros ou órgãos do Poder Judiciário, podendo desconstituí-los, revê-los ou fixar prazo para que se adotem as providências necessárias ao exato cumprimento da lei, sem prejuízo da competência do Tribunal de Contas da União; (Incluído pela Emenda Constitucional nº 45, de 2004)","cf88,3,14,21,,106,805,240,",II
241,cf88,3,14,21,,106,805,"III - receber e conhecer das reclamações contra membros ou órgãos do Poder Judiciário, inclusive contra seus serviços auxiliares, serventias e órgãos prestadores de serviços notariais e de registro que atuem por delegação do poder público ou oficializados, sem prejuízo da competência disciplinar e correicional dos tribunais, podendo avocar processos disciplinares em curso, determinar a remoção ou a disponibilidade e aplicar outras sanções administrativas, assegurada ampla defesa;     (Redação dada pela Emenda Constitucional nº 103, de 2019)","cf88,3,14,21,,106,805,241,",III
242,cf88,3,14,21,,106,805,"IV representar ao Ministério Público, no caso de crime contra a administração pública ou de abuso de autoridade; (Incluído pela Emenda Constitucional nº 45, de 2004)","cf88,3,14,21,,106,805,242,",IV
243,cf88,3,14,21,,106,805,"V rever, de ofício ou mediante provocação, os processos disciplinares de juízes e membros de tribunais julgados há menos de um ano; (Incluído pela Emenda Constitucional nº 45, de 2004)","cf88,3,14,21,,106,805,243,",V
244,cf88,3,14,21,,106,805,"VI elaborar semestralmente relatório estatístico sobre processos e sentenças prolatadas, por unidade da Federação, nos diferentes órgãos do Poder Judiciário; (Incluído pela Emenda Constitucional nº 45, de 2004)","cf88,3,14,21,,106,805,244,",VI
245,cf88,3,14,21,,106,805,"VII elaborar relatório anual, propondo as providências que julgar necessárias, sobre a situação do Poder Judiciário no País e as atividades do Conselho, o qual deve integrar mensagem do Presidente do Supremo Tribunal Federal a ser remetida ao Congresso Nacional, por ocasião da abertura da sessão legislativa. (Incluído pela Emenda Constitucional nº 45, de 2004)","cf88,3,14,21,,106,805,245,",VII
246,cf88,3,14,21,,106,806,"I receber as reclamações e denúncias, de qualquer interessado, relativas aos magistrados e aos serviços judiciários; (Incluído pela Emenda Constitucional nº 45, de 2004)","cf88,3,14,21,,106,806,246,",I
247,cf88,3,14,21,,106,806,"II exercer funções executivas do Conselho, de inspeção e de correição geral; (Incluído pela Emenda Constitucional nº 45, de 2004)","cf88,3,14,21,,106,806,247,",II
248,cf88,3,14,21,,106,806,"III requisitar e designar magistrados, delegando-lhes atribuições, e requisitar servidores de juízos ou tribunais, inclusive nos Estados, Distrito Federal e Territórios. (Incluído pela Emenda Constitucional nº 45, de 2004)","cf88,3,14,21,,106,806,248,",III
249,cf88,3,14,22,,107,809,"I - um terço dentre juízes dos Tribunais Regionais Federais e um terço dentre desembargadores dos Tribunais de Justiça, indicados em lista tríplice elaborada pelo próprio Tribunal;","cf88,3,14,22,,107,809,249,",I
250,cf88,3,14,22,,107,809,"II - um terço, em partes iguais, dentre advogados e membros do Ministério Público Federal, Estadual, do Distrito Federal e Territórios, alternadamente, indicados na forma do art. 94.","cf88,3,14,22,,107,809,250,",II
251,cf88,3,14,22,,108,810,"a) nos crimes comuns, os Governadores dos Estados e do Distrito Federal, e, nestes e nos de responsabilidade, os desembargadores dos Tribunais de Justiça dos Estados e do Distrito Federal, os membros dos Tribunais de Contas dos Estados e do Distrito Federal, os dos Tribunais Regionais Federais, dos Tribunais Regionais Eleitorais e do Trabalho, os membros dos Conselhos ou Tribunais de Contas dos Municípios e os do Ministério Público da União que oficiem perante tribunais;","cf88,3,14,22,,108,810,251,",a
252,cf88,3,14,22,,108,810,"b) os mandados de segurança e os habeas data contra ato de Ministro de Estado, dos Comandantes da Marinha, do Exército e da Aeronáutica ou do próprio Tribunal; (Redação dada pela Emenda Constitucional nº 23, de 1999)","cf88,3,14,22,,108,810,252,",b
253,cf88,3,14,22,,108,810,"c) os habeas corpus, quando o coator ou paciente for qualquer das pessoas mencionadas na alínea ""a"", ou quando o coator for tribunal sujeito à sua jurisdição, Ministro de Estado ou Comandante da Marinha, do Exército ou da Aeronáutica, ressalvada a competência da Justiça Eleitoral; (Redação dada pela Emenda Constitucional nº 23, de 1999)","cf88,3,14,22,,108,810,253,",c
254,cf88,3,14,22,,108,810,"d) os conflitos de competência entre quaisquer tribunais, ressalvado o disposto no art. 102, I, ""o"", bem como entre tribunal e juízes a ele não vinculados e entre juízes vinculados a tribunais diversos;","cf88,3,14,22,,108,810,254,",d
255,cf88,3,14,22,,108,810,e) as revisões criminais e as ações rescisórias de seus julgados;,"cf88,3,14,22,,108,810,255,",e
256,cf88,3,14,22,,108,810,f) a reclamação para a preservação de sua competência e garantia da autoridade de suas decisões;,"cf88,3,14,22,,108,810,256,",f
257,cf88,3,14,22,,108,810,"g) os conflitos de atribuições entre autoridades administrativas e judiciárias da União, ou entre autoridades judiciárias de um Estado e administrativas de outro ou do Distrito Federal, ou entre as deste e da União;","cf88,3,14,22,,108,810,257,",g
258,cf88,3,14,22,,108,810,"h) o mandado de injunção, quando a elaboração da norma regulamentadora for atribuição de órgão, entidade ou autoridade federal, da administração direta ou indireta, excetuados os casos de competência do Supremo Tribunal Federal e dos órgãos da Justiça Militar, da Justiça Eleitoral, da Justiça do Trabalho e da Justiça Federal;","cf88,3,14,22,,108,810,258,",h
259,cf88,3,14,22,,108,810,"i) a homologação de sentenças estrangeiras e a concessão de exequatur às cartas rogatórias; (Incluída pela Emenda Constitucional nº 45, de 2004)","cf88,3,14,22,,108,810,259,",i
260,cf88,3,14,22,,108,811,"a) os habeas corpus decididos em única ou última instância pelos Tribunais Regionais Federais ou pelos tribunais dos Estados, do Distrito Federal e Territórios, quando a decisão for denegatória;","cf88,3,14,22,,108,811,260,",a
261,cf88,3,14,22,,108,811,"b) os mandados de segurança decididos em única instância pelos Tribunais Regionais Federais ou pelos tribunais dos Estados, do Distrito Federal e Territórios, quando denegatória a decisão;","cf88,3,14,22,,108,811,261,",b
262,cf88,3,14,22,,108,811,"c) as causas em que forem partes Estado estrangeiro ou organismo internacional, de um lado, e, do outro, Município ou pessoa residente ou domiciliada no País;","cf88,3,14,22,,108,811,262,",c
263,cf88,3,14,22,,108,812,"a) contrariar tratado ou lei federal, ou negar-lhes vigência;","cf88,3,14,22,,108,812,263,",a
264,cf88,3,14,22,,108,812,"b) julgar válido ato de governo local contestado em face de lei federal; (Redação dada pela Emenda Constitucional nº 45, de 2004)","cf88,3,14,22,,108,812,264,",b
265,cf88,3,14,22,,108,812,c) der a lei federal interpretação divergente da que lhe haja atribuído outro tribunal.,"cf88,3,14,22,,108,812,265,",c
266,cf88,3,14,22,,108,813,"I - a Escola Nacional de Formação e Aperfeiçoamento de Magistrados, cabendo-lhe, dentre outras funções, regulamentar os cursos oficiais para o ingresso e promoção na carreira; (Incluído pela Emenda Constitucional nº 45, de 2004)","cf88,3,14,22,,108,813,266,",I
267,cf88,3,14,22,,108,813,"II - o Conselho da Justiça Federal, cabendo-lhe exercer, na forma da lei, a supervisão administrativa e orçamentária da Justiça Federal de primeiro e segundo graus, como órgão central do sistema e com poderes correicionais, cujas decisões terão caráter vinculante. (Incluído pela Emenda Constitucional nº 45, de 2004)","cf88,3,14,22,,108,813,267,",II
268,cf88,3,14,23,,111,821,"a) os juízes federais da área de sua jurisdição, incluídos os da Justiça Militar e da Justiça do Trabalho, nos crimes comuns e de responsabilidade, e os membros do Ministério Público da União, ressalvada a competência da Justiça Eleitoral;","cf88,3,14,23,,111,821,268,",a
269,cf88,3,14,23,,111,821,b) as revisões criminais e as ações rescisórias de julgados seus ou dos juízes federais da região;,"cf88,3,14,23,,111,821,269,",b
270,cf88,3,14,23,,111,821,c) os mandados de segurança e os habeas data contra ato do próprio Tribunal ou de juiz federal;,"cf88,3,14,23,,111,821,270,",c
271,cf88,3,14,23,,111,821,"d) os habeas corpus, quando a autoridade coatora for juiz federal;","cf88,3,14,23,,111,821,271,",d
272,cf88,3,14,23,,111,821,e) os conflitos de competência entre juízes federais vinculados ao Tribunal;,"cf88,3,14,23,,111,821,272,",e
273,cf88,3,14,24,,115,848,"I a Escola Nacional de Formação e Aperfeiçoamento de Magistrados do Trabalho, cabendo-lhe, dentre outras funções, regulamentar os cursos oficiais para o ingresso e promoção na carreira;         (Incluído pela Emenda Constitucional nº 45, de 2004)","cf88,3,14,24,,115,848,273,",I
274,cf88,3,14,24,,115,848,"II o Conselho Superior da Justiça do Trabalho, cabendo-lhe exercer, na forma da lei, a supervisão administrativa, orçamentária, financeira e patrimonial da Justiça do Trabalho de primeiro e segundo graus, como órgão central do sistema, cujas decisões terão efeito vinculante.         (Incluído pela Emenda Constitucional nº 45, de 2004)","cf88,3,14,24,,115,848,274,",II
275,cf88,3,14,25,,123,871,a) três juízes dentre os Ministros do Supremo Tribunal Federal;,"cf88,3,14,25,,123,871,275,",a
276,cf88,3,14,25,,123,871,b) dois juízes dentre os Ministros do Superior Tribunal de Justiça;,"cf88,3,14,25,,123,871,276,",b
277,cf88,3,14,25,,124,874,"I - mediante eleição, pelo voto secreto:","cf88,3,14,25,,124,874,277,",I
278,cf88,3,14,25,,124,874,"II - de um juiz do Tribunal Regional Federal com sede na Capital do Estado ou no Distrito Federal, ou, não havendo, de juiz federal, escolhido, em qualquer caso, pelo Tribunal Regional Federal respectivo;","cf88,3,14,25,,124,874,278,",II
279,cf88,3,14,25,,124,874,"III - por nomeação, pelo Presidente da República, de dois juízes dentre seis advogados de notável saber jurídico e idoneidade moral, indicados pelo Tribunal de Justiça.","cf88,3,14,25,,124,874,279,",III
280,cf88,3,14,25,,125,879,I - forem proferidas contra disposição expressa desta Constituição ou de lei;,"cf88,3,14,25,,125,879,280,",I
281,cf88,3,14,25,,125,879,II - ocorrer divergência na interpretação de lei entre dois ou mais tribunais eleitorais;,"cf88,3,14,25,,125,879,281,",II
282,cf88,3,14,25,,125,879,III - versarem sobre inelegibilidade ou expedição de diplomas nas eleições federais ou estaduais;,"cf88,3,14,25,,125,879,282,",III
283,cf88,3,14,25,,125,879,IV - anularem diplomas ou decretarem a perda de mandatos eletivos federais ou estaduais;,"cf88,3,14,25,,125,879,283,",IV
284,cf88,3,14,25,,125,879,"V - denegarem habeas corpus, mandado de segurança, habeas data ou mandado de injunção.","cf88,3,14,25,,125,879,284,",V
285,cf88,3,14,26,,127,882,"I - três dentre advogados de notório saber jurídico e conduta ilibada, com mais de dez anos de efetiva atividade profissional;","cf88,3,14,26,,127,882,285,",I
286,cf88,3,14,26,,127,882,"II - dois, por escolha paritária, dentre juízes auditores e membros do Ministério Público da Justiça Militar.","cf88,3,14,26,,127,882,286,",II
287,cf88,3,15,28,,132,898,a) o Ministério Público Federal;,"cf88,3,15,28,,132,898,287,",a
