,Unnamed: 0,original,Texto,endereço,tipo,resultado,pre
345,574,XXIII - seguridade social;,Art. 22. Compete privativamente à União legislar sobre:XXIII - seguridade social;,"cf88,2,6,,,21,252,,",art-inciso,345,art. 22. compete privativamente à união legislar sobre: seguridade social;
346,575,XXIV - diretrizes e bases da educação nacional;,Art. 22. Compete privativamente à União legislar sobre:XXIV - diretrizes e bases da educação nacional;,"cf88,2,6,,,21,253,,",art-inciso,346,art. 22. compete privativamente à união legislar sobre: diretrizes e bases da educação nacional;
347,576,XXV - registros públicos;,Art. 22. Compete privativamente à União legislar sobre:XXV - registros públicos;,"cf88,2,6,,,21,254,,",art-inciso,347,art. 22. compete privativamente à união legislar sobre: registros públicos;
348,577,XXVI - atividades nucleares de qualquer natureza;,Art. 22. Compete privativamente à União legislar sobre:XXVI - atividades nucleares de qualquer natureza;,"cf88,2,6,,,21,255,,",art-inciso,348,art. 22. compete privativamente à união legislar sobre: atividades nucleares de qualquer natureza;
349,578,"XXVII ? normas gerais de licitação e contratação, em todas as modalidades, para as administrações públicas diretas, autárquicas e fundacionais da União, Estados, Distrito Federal e Municípios, obedecido o disposto no art. 37, XXI, e para as empresas públicas e sociedades de economia mista, nos termos do art. 173, § 1°, III; (Redação dada pela Emenda Constitucional nº 19, de 1998)","Art. 22. Compete privativamente à União legislar sobre:XXVII ? normas gerais de licitação e contratação, em todas as modalidades, para as administrações públicas diretas, autárquicas e fundacionais da União, Estados, Distrito Federal e Municípios, obedecido o disposto no art. 37, XXI, e para as empresas públicas e sociedades de economia mista, nos termos do art. 173, § 1°, III; (Redação dada pela Emenda Constitucional nº 19, de 1998)","cf88,2,6,,,21,256,,",art-inciso,349,"art. 22. compete privativamente à união legislar sobre:? normas gerais de licitação e contratação, em todas as modalidades, para as administrações públicas diretas, autárquicas e fundacionais da união, estados, distrito federal e municípios, obedecido o disposto no art. 37, , e para as empresas públicas e sociedades de economia mista, nos termos do art. 173, § 1°, ; "
350,580,"XXVIII - defesa territorial, defesa aeroespacial, defesa marítima, defesa civil e mobilização nacional;","Art. 22. Compete privativamente à União legislar sobre:XXVIII - defesa territorial, defesa aeroespacial, defesa marítima, defesa civil e mobilização nacional;","cf88,2,6,,,21,257,,",art-inciso,350,"art. 22. compete privativamente à união legislar sobre: defesa territorial, defesa aeroespacial, defesa marítima, defesa civil e mobilização nacional;"
351,581,XXIX - propaganda comercial.,Art. 22. Compete privativamente à União legislar sobre:XXIX - propaganda comercial.,"cf88,2,6,,,21,258,,",art-inciso,351,art. 22. compete privativamente à união legislar sobre: propaganda comercial.
352,582,Parágrafo único. Lei complementar poderá autorizar os Estados a legislar sobre questões específicas das matérias relacionadas neste artigo.,Parágrafo único. Lei complementar poderá autorizar os Estados a legislar sobre questões específicas das matérias relacionadas neste artigo.,"cf88,2,6,,,21,259,,",par,352,. lei complementar poderá autorizar os estados a legislar sobre questões específicas das matérias relacionadas neste artigo.
353,585,"Art. 23. É competência comum da União, dos Estados, do Distrito Federal e dos Municípios:","Art. 23. É competência comum da União, dos Estados, do Distrito Federal e dos Municípios:","cf88,2,6,,,22,,,",art,353,"art. 23. é competência comum da união, dos estados, do distrito federal e dos municípios:"
354,586,"I - zelar pela guarda da Constituição, das leis e das instituições democráticas e conservar o patrimônio público;","Art. 23. É competência comum da União, dos Estados, do Distrito Federal e dos Municípios:I - zelar pela guarda da Constituição, das leis e das instituições democráticas e conservar o patrimônio público;","cf88,2,6,,,22,260,,",art-inciso,354,"art. 23. é competência comum da união, dos estados, do distrito federal e dos municípios: zelar pela guarda da constituição, das leis e das instituições democráticas e conservar o patrimônio público;"
355,587,"II - cuidar da saúde e assistência pública, da proteção e garantia das pessoas portadoras de deficiência;","Art. 23. É competência comum da União, dos Estados, do Distrito Federal e dos Municípios:II - cuidar da saúde e assistência pública, da proteção e garantia das pessoas portadoras de deficiência;","cf88,2,6,,,22,261,,",art-inciso,355,"art. 23. é competência comum da união, dos estados, do distrito federal e dos municípios: cuidar da saúde e assistência pública, da proteção e garantia das pessoas portadoras de deficiência;"
356,588,"III - proteger os documentos, as obras e outros bens de valor histórico, artístico e cultural, os monumentos, as paisagens naturais notáveis e os sítios arqueológicos;","Art. 23. É competência comum da União, dos Estados, do Distrito Federal e dos Municípios:III - proteger os documentos, as obras e outros bens de valor histórico, artístico e cultural, os monumentos, as paisagens naturais notáveis e os sítios arqueológicos;","cf88,2,6,,,22,262,,",art-inciso,356,"art. 23. é competência comum da união, dos estados, do distrito federal e dos municípios: proteger os documentos, as obras e outros bens de valor histórico, artístico e cultural, os monumentos, as paisagens naturais notáveis e os sítios arqueológicos;"
357,589,"IV - impedir a evasão, a destruição e a descaracterização de obras de arte e de outros bens de valor histórico, artístico ou cultural;","Art. 23. É competência comum da União, dos Estados, do Distrito Federal e dos Municípios:IV - impedir a evasão, a destruição e a descaracterização de obras de arte e de outros bens de valor histórico, artístico ou cultural;","cf88,2,6,,,22,263,,",art-inciso,357,"art. 23. é competência comum da união, dos estados, do distrito federal e dos municípios: impedir a evasão, a destruição e a descaracterização de obras de arte e de outros bens de valor histórico, artístico ou cultural;"
358,590,"V -  proporcionar os meios de acesso à cultura, à educação, à ciência, à tecnologia, à pesquisa e à inovação;  (Redação dada pela Emenda Constitucional nº 85, de 2015)","Art. 23. É competência comum da União, dos Estados, do Distrito Federal e dos Municípios:V -  proporcionar os meios de acesso à cultura, à educação, à ciência, à tecnologia, à pesquisa e à inovação;  (Redação dada pela Emenda Constitucional nº 85, de 2015)","cf88,2,6,,,22,264,,",art-inciso,358,"art. 23. é competência comum da união, dos estados, do distrito federal e dos municípios:  proporcionar os meios de acesso à cultura, à educação, à ciência, à tecnologia, à pesquisa e à inovação;  "
359,591,VI - proteger o meio ambiente e combater a poluição em qualquer de suas formas;,"Art. 23. É competência comum da União, dos Estados, do Distrito Federal e dos Municípios:VI - proteger o meio ambiente e combater a poluição em qualquer de suas formas;","cf88,2,6,,,22,265,,",art-inciso,359,"art. 23. é competência comum da união, dos estados, do distrito federal e dos municípios: proteger o meio ambiente e combater a poluição em qualquer de suas formas;"
360,592,"VII - preservar as florestas, a fauna e a flora;","Art. 23. É competência comum da União, dos Estados, do Distrito Federal e dos Municípios:VII - preservar as florestas, a fauna e a flora;","cf88,2,6,,,22,266,,",art-inciso,360,"art. 23. é competência comum da união, dos estados, do distrito federal e dos municípios: preservar as florestas, a fauna e a flora;"
361,593,VIII - fomentar a produção agropecuária e organizar o abastecimento alimentar;,"Art. 23. É competência comum da União, dos Estados, do Distrito Federal e dos Municípios:VIII - fomentar a produção agropecuária e organizar o abastecimento alimentar;","cf88,2,6,,,22,267,,",art-inciso,361,"art. 23. é competência comum da união, dos estados, do distrito federal e dos municípios: fomentar a produção agropecuária e organizar o abastecimento alimentar;"
362,594,IX - promover programas de construção de moradias e a melhoria das condições habitacionais e de saneamento básico;,"Art. 23. É competência comum da União, dos Estados, do Distrito Federal e dos Municípios:IX - promover programas de construção de moradias e a melhoria das condições habitacionais e de saneamento básico;","cf88,2,6,,,22,268,,",art-inciso,362,"art. 23. é competência comum da união, dos estados, do distrito federal e dos municípios: promover programas de construção de moradias e a melhoria das condições habitacionais e de saneamento básico;"
363,595,"X - combater as causas da pobreza e os fatores de marginalização, promovendo a integração social dos setores desfavorecidos;","Art. 23. É competência comum da União, dos Estados, do Distrito Federal e dos Municípios:X - combater as causas da pobreza e os fatores de marginalização, promovendo a integração social dos setores desfavorecidos;","cf88,2,6,,,22,269,,",art-inciso,363,"art. 23. é competência comum da união, dos estados, do distrito federal e dos municípios: combater as causas da pobreza e os fatores de marginalização, promovendo a integração social dos setores desfavorecidos;"
364,596,"XI - registrar, acompanhar e fiscalizar as concessões de direitos de pesquisa e exploração de recursos hídricos e minerais em seus territórios;","Art. 23. É competência comum da União, dos Estados, do Distrito Federal e dos Municípios:XI - registrar, acompanhar e fiscalizar as concessões de direitos de pesquisa e exploração de recursos hídricos e minerais em seus territórios;","cf88,2,6,,,22,270,,",art-inciso,364,"art. 23. é competência comum da união, dos estados, do distrito federal e dos municípios: registrar, acompanhar e fiscalizar as concessões de direitos de pesquisa e exploração de recursos hídricos e minerais em seus territórios;"
365,597,XII - estabelecer e implantar política de educação para a segurança do trânsito.,"Art. 23. É competência comum da União, dos Estados, do Distrito Federal e dos Municípios:XII - estabelecer e implantar política de educação para a segurança do trânsito.","cf88,2,6,,,22,271,,",art-inciso,365,"art. 23. é competência comum da união, dos estados, do distrito federal e dos municípios: estabelecer e implantar política de educação para a segurança do trânsito."
366,598,"Parágrafo único. Leis complementares fixarão normas para a cooperação entre a União e os Estados, o Distrito Federal e os Municípios, tendo em vista o equilíbrio do desenvolvimento e do bem-estar em âmbito nacional. (Redação dada pela Emenda Constitucional nº 53, de 2006)","Parágrafo único. Leis complementares fixarão normas para a cooperação entre a União e os Estados, o Distrito Federal e os Municípios, tendo em vista o equilíbrio do desenvolvimento e do bem-estar em âmbito nacional. (Redação dada pela Emenda Constitucional nº 53, de 2006)","cf88,2,6,,,22,272,,",par,366,". leis complementares fixarão normas para a cooperação entre a união e os estados, o distrito federal e os municípios, tendo em vista o equilíbrio do desenvolvimento e do bemestar em âmbito nacional. "
367,599,"Art. 24. Compete à União, aos Estados e ao Distrito Federal legislar concorrentemente sobre:","Art. 24. Compete à União, aos Estados e ao Distrito Federal legislar concorrentemente sobre:","cf88,2,6,,,23,,,",art,367,"art. 24. compete à união, aos estados e ao distrito federal legislar concorrentemente sobre:"
368,600,"I - direito tributário, financeiro, penitenciário, econômico e urbanístico;","Art. 24. Compete à União, aos Estados e ao Distrito Federal legislar concorrentemente sobre:I - direito tributário, financeiro, penitenciário, econômico e urbanístico;","cf88,2,6,,,23,273,,",art-inciso,368,"art. 24. compete à união, aos estados e ao distrito federal legislar concorrentemente sobre: direito tributário, financeiro, penitenciário, econômico e urbanístico;"
369,601,II - orçamento;,"Art. 24. Compete à União, aos Estados e ao Distrito Federal legislar concorrentemente sobre:II - orçamento;","cf88,2,6,,,23,274,,",art-inciso,369,"art. 24. compete à união, aos estados e ao distrito federal legislar concorrentemente sobre: orçamento;"
370,602,III - juntas comerciais;,"Art. 24. Compete à União, aos Estados e ao Distrito Federal legislar concorrentemente sobre:III - juntas comerciais;","cf88,2,6,,,23,275,,",art-inciso,370,"art. 24. compete à união, aos estados e ao distrito federal legislar concorrentemente sobre: juntas comerciais;"
371,603,IV - custas dos serviços forenses;,"Art. 24. Compete à União, aos Estados e ao Distrito Federal legislar concorrentemente sobre:IV - custas dos serviços forenses;","cf88,2,6,,,23,276,,",art-inciso,371,"art. 24. compete à união, aos estados e ao distrito federal legislar concorrentemente sobre: custas dos serviços forenses;"
372,605,V - produção e consumo;,"Art. 24. Compete à União, aos Estados e ao Distrito Federal legislar concorrentemente sobre:V - produção e consumo;","cf88,2,6,,,23,277,,",art-inciso,372,"art. 24. compete à união, aos estados e ao distrito federal legislar concorrentemente sobre: produção e consumo;"
373,606,"VI - florestas, caça, pesca, fauna, conservação da natureza, defesa do solo e dos recursos naturais, proteção do meio ambiente e controle da poluição;","Art. 24. Compete à União, aos Estados e ao Distrito Federal legislar concorrentemente sobre:VI - florestas, caça, pesca, fauna, conservação da natureza, defesa do solo e dos recursos naturais, proteção do meio ambiente e controle da poluição;","cf88,2,6,,,23,278,,",art-inciso,373,"art. 24. compete à união, aos estados e ao distrito federal legislar concorrentemente sobre: florestas, caça, pesca, fauna, conservação da natureza, defesa do solo e dos recursos naturais, proteção do meio ambiente e controle da poluição;"
374,608,"VII - proteção ao patrimônio histórico, cultural, artístico, turístico e paisagístico;","Art. 24. Compete à União, aos Estados e ao Distrito Federal legislar concorrentemente sobre:VII - proteção ao patrimônio histórico, cultural, artístico, turístico e paisagístico;","cf88,2,6,,,23,279,,",art-inciso,374,"art. 24. compete à união, aos estados e ao distrito federal legislar concorrentemente sobre: proteção ao patrimônio histórico, cultural, artístico, turístico e paisagístico;"
375,609,"VIII - responsabilidade por dano ao meio ambiente, ao consumidor, a bens e direitos de valor artístico, estético, histórico, turístico e paisagístico;","Art. 24. Compete à União, aos Estados e ao Distrito Federal legislar concorrentemente sobre:VIII - responsabilidade por dano ao meio ambiente, ao consumidor, a bens e direitos de valor artístico, estético, histórico, turístico e paisagístico;","cf88,2,6,,,23,280,,",art-inciso,375,"art. 24. compete à união, aos estados e ao distrito federal legislar concorrentemente sobre: responsabilidade por dano ao meio ambiente, ao consumidor, a bens e direitos de valor artístico, estético, histórico, turístico e paisagístico;"
376,611,"IX - educação, cultura, ensino, desporto, ciência, tecnologia, pesquisa, desenvolvimento e inovação;   (Redação dada pela Emenda Constitucional nº 85, de 2015)","Art. 24. Compete à União, aos Estados e ao Distrito Federal legislar concorrentemente sobre:IX - educação, cultura, ensino, desporto, ciência, tecnologia, pesquisa, desenvolvimento e inovação;   (Redação dada pela Emenda Constitucional nº 85, de 2015)","cf88,2,6,,,23,281,,",art-inciso,376,"art. 24. compete à união, aos estados e ao distrito federal legislar concorrentemente sobre: educação, cultura, ensino, desporto, ciência, tecnologia, pesquisa, desenvolvimento e inovação;   "
377,613,"X - criação, funcionamento e processo do juizado de pequenas causas;","Art. 24. Compete à União, aos Estados e ao Distrito Federal legislar concorrentemente sobre:X - criação, funcionamento e processo do juizado de pequenas causas;","cf88,2,6,,,23,282,,",art-inciso,377,"art. 24. compete à união, aos estados e ao distrito federal legislar concorrentemente sobre: criação, funcionamento e processo do juizado de pequenas causas;"
378,614,XI - procedimentos em matéria processual;,"Art. 24. Compete à União, aos Estados e ao Distrito Federal legislar concorrentemente sobre:XI - procedimentos em matéria processual;","cf88,2,6,,,23,283,,",art-inciso,378,"art. 24. compete à união, aos estados e ao distrito federal legislar concorrentemente sobre: procedimentos em matéria processual;"
379,616,"XII - previdência social, proteção e defesa da saúde;","Art. 24. Compete à União, aos Estados e ao Distrito Federal legislar concorrentemente sobre:XII - previdência social, proteção e defesa da saúde;","cf88,2,6,,,23,284,,",art-inciso,379,"art. 24. compete à união, aos estados e ao distrito federal legislar concorrentemente sobre: previdência social, proteção e defesa da saúde;"
380,618,XIII - assistência jurídica e Defensoria pública;,"Art. 24. Compete à União, aos Estados e ao Distrito Federal legislar concorrentemente sobre:XIII - assistência jurídica e Defensoria pública;","cf88,2,6,,,23,285,,",art-inciso,380,"art. 24. compete à união, aos estados e ao distrito federal legislar concorrentemente sobre: assistência jurídica e defensoria pública;"
381,619,XIV - proteção e integração social das pessoas portadoras de deficiência;,"Art. 24. Compete à União, aos Estados e ao Distrito Federal legislar concorrentemente sobre:XIV - proteção e integração social das pessoas portadoras de deficiência;","cf88,2,6,,,23,286,,",art-inciso,381,"art. 24. compete à união, aos estados e ao distrito federal legislar concorrentemente sobre: proteção e integração social das pessoas portadoras de deficiência;"
382,620,XV - proteção à infância e à juventude;,"Art. 24. Compete à União, aos Estados e ao Distrito Federal legislar concorrentemente sobre:XV - proteção à infância e à juventude;","cf88,2,6,,,23,287,,",art-inciso,382,"art. 24. compete à união, aos estados e ao distrito federal legislar concorrentemente sobre: proteção à infância e à juventude;"
383,621,"XVI - organização, garantias, direitos e deveres das polícias civis.","Art. 24. Compete à União, aos Estados e ao Distrito Federal legislar concorrentemente sobre:XVI - organização, garantias, direitos e deveres das polícias civis.","cf88,2,6,,,23,288,,",art-inciso,383,"art. 24. compete à união, aos estados e ao distrito federal legislar concorrentemente sobre: organização, garantias, direitos e deveres das polícias civis."
384,622,"§ 1º No âmbito da legislação concorrente, a competência da União limitar-se-á a estabelecer normas gerais.","§ 1º No âmbito da legislação concorrente, a competência da União limitar-se-á a estabelecer normas gerais.","cf88,2,6,,,23,289,,",par,384,"§ 1º no âmbito da legislação concorrente, a competência da união limitarseá a estabelecer normas gerais."
385,625,§ 2º A competência da União para legislar sobre normas gerais não exclui a competência suplementar dos Estados.,§ 2º A competência da União para legislar sobre normas gerais não exclui a competência suplementar dos Estados.,"cf88,2,6,,,23,290,,",par,385,§ 2º a competência da união para legislar sobre normas gerais não exclui a competência suplementar dos estados.
386,626,"§ 3º Inexistindo lei federal sobre normas gerais, os Estados exercerão a competência legislativa plena, para atender a suas peculiaridades.","§ 3º Inexistindo lei federal sobre normas gerais, os Estados exercerão a competência legislativa plena, para atender a suas peculiaridades.","cf88,2,6,,,23,291,,",par,386,"§ 3º inexistindo lei federal sobre normas gerais, os estados exercerão a competência legislativa plena, para atender a suas peculiaridades."
387,628,"§ 4º A superveniência de lei federal sobre normas gerais suspende a eficácia da lei estadual, no que lhe for contrário.","§ 4º A superveniência de lei federal sobre normas gerais suspende a eficácia da lei estadual, no que lhe for contrário.","cf88,2,6,,,23,292,,",par,387,"§ 4º a superveniência de lei federal sobre normas gerais suspende a eficácia da lei estadual, no que lhe for contrário."
388,632,"Art. 25. Os Estados organizam-se e regem-se pelas Constituições e leis que adotarem, observados os princípios desta Constituição.","Art. 25. Os Estados organizam-se e regem-se pelas Constituições e leis que adotarem, observados os princípios desta Constituição.","cf88,2,7,,,24,,,",art,388,"art. 25. os estados organizamse e regemse pelas constituições e leis que adotarem, ervados os princípios desta constituição."
389,633,§ 1º São reservadas aos Estados as competências que não lhes sejam vedadas por esta Constituição.,§ 1º São reservadas aos Estados as competências que não lhes sejam vedadas por esta Constituição.,"cf88,2,7,,,24,293,,",par,389,§ 1º são reservadas aos estados as competências que não lhes sejam vedadas por esta constituição.
390,634,"§ 2º Cabe aos Estados explorar diretamente, ou mediante concessão, os serviços locais de gás canalizado, na forma da lei, vedada a edição de medida provisória para a sua regulamentação. (Redação dada pela Emenda Constitucional nº 5, de 1995)","§ 2º Cabe aos Estados explorar diretamente, ou mediante concessão, os serviços locais de gás canalizado, na forma da lei, vedada a edição de medida provisória para a sua regulamentação. (Redação dada pela Emenda Constitucional nº 5, de 1995)","cf88,2,7,,,24,294,,",par,390,"§ 2º cabe aos estados explorar diretamente, ou mediante concessão, os serviços locais de gás canalizado, na forma da lei, vedada a edição de medida provisória para a sua regulamentação. "
391,635,"§ 3º Os Estados poderão, mediante lei complementar, instituir regiões metropolitanas, aglomerações urbanas e microrregiões, constituídas por agrupamentos de municípios limítrofes, para integrar a organização, o planejamento e a execução de funções públicas de interesse comum.","§ 3º Os Estados poderão, mediante lei complementar, instituir regiões metropolitanas, aglomerações urbanas e microrregiões, constituídas por agrupamentos de municípios limítrofes, para integrar a organização, o planejamento e a execução de funções públicas de interesse comum.","cf88,2,7,,,24,295,,",par,391,"§ 3º os estados poderão, mediante lei complementar, instituir regiões metropolitanas, aglomerações urbanas e microrregiões, constituídas por agrupamentos de municípios limítrofes, para integrar a organização, o planejamento e a execução de funções públicas de interesse comum."
392,636,Art. 26. Incluem-se entre os bens dos Estados:,Art. 26. Incluem-se entre os bens dos Estados:,"cf88,2,7,,,25,,,",art,392,art. 26. incluemse entre os bens dos estados:
393,637,"I - as águas superficiais ou subterrâneas, fluentes, emergentes e em depósito, ressalvadas, neste caso, na forma da lei, as decorrentes de obras da União;","Art. 26. Incluem-se entre os bens dos Estados:I - as águas superficiais ou subterrâneas, fluentes, emergentes e em depósito, ressalvadas, neste caso, na forma da lei, as decorrentes de obras da União;","cf88,2,7,,,25,296,,",art-inciso,393,"art. 26. incluemse entre os bens dos estados: as águas superficiais ou subterrâneas, fluentes, emergentes e em depósito, ressalvadas, neste caso, na forma da lei, as decorrentes de obras da união;"
394,638,"II - as áreas, nas ilhas oceânicas e costeiras, que estiverem no seu domínio, excluídas aquelas sob domínio da União, Municípios ou terceiros;","Art. 26. Incluem-se entre os bens dos Estados:II - as áreas, nas ilhas oceânicas e costeiras, que estiverem no seu domínio, excluídas aquelas sob domínio da União, Municípios ou terceiros;","cf88,2,7,,,25,297,,",art-inciso,394,"art. 26. incluemse entre os bens dos estados: as áreas, nas ilhas oceânicas e costeiras, que estiverem no seu domínio, excluídas aquelas sob domínio da união, municípios ou terceiros;"
395,640,III - as ilhas fluviais e lacustres não pertencentes à União;,Art. 26. Incluem-se entre os bens dos Estados:III - as ilhas fluviais e lacustres não pertencentes à União;,"cf88,2,7,,,25,298,,",art-inciso,395,art. 26. incluemse entre os bens dos estados: as ilhas fluviais e lacustres não pertencentes à união;
396,641,IV - as terras devolutas não compreendidas entre as da União.,Art. 26. Incluem-se entre os bens dos Estados:IV - as terras devolutas não compreendidas entre as da União.,"cf88,2,7,,,25,299,,",art-inciso,396,art. 26. incluemse entre os bens dos estados: as terras devolutas não compreendidas entre as da união.
397,642,"Art. 27. O número de Deputados à Assembléia Legislativa corresponderá ao triplo da representação do Estado na Câmara dos Deputados e, atingido o número de trinta e seis, será acrescido de tantos quantos forem os Deputados Federais acima de doze.","Art. 27. O número de Deputados à Assembléia Legislativa corresponderá ao triplo da representação do Estado na Câmara dos Deputados e, atingido o número de trinta e seis, será acrescido de tantos quantos forem os Deputados Federais acima de doze.","cf88,2,7,,,26,,,",art,397,"art. 27. o número de deputados à assembléia legislativa corresponderá ao triplo da representação do estado na câmara dos deputados e, atingido o número de trinta e seis, será acrescido de tantos quantos forem os deputados federais acima de doze."
398,643,"§ 1º Será de quatro anos o mandato dos Deputados Estaduais, aplicando- sê-lhes as regras desta Constituição sobre sistema eleitoral, inviolabilidade, imunidades, remuneração, perda de mandato, licença, impedimentos e incorporação às Forças Armadas.","§ 1º Será de quatro anos o mandato dos Deputados Estaduais, aplicando- sê-lhes as regras desta Constituição sobre sistema eleitoral, inviolabilidade, imunidades, remuneração, perda de mandato, licença, impedimentos e incorporação às Forças Armadas.","cf88,2,7,,,26,300,,",par,398,"§ 1º será de quatro anos o mandato dos deputados estaduais, aplicando sêlhes as regras desta constituição sobre sistema eleitoral, inviolabilidade, imunidades, remuneração, perda de mandato, licença, impedimentos e incorporação às forças armadas."
399,644,"§ 2º O subsídio dos Deputados Estaduais será fixado por lei de iniciativa da Assembléia Legislativa, na razão de, no máximo, setenta e cinco por cento daquele estabelecido, em espécie, para os Deputados Federais, observado o que dispõem os arts. 39, § 4º, 57, § 7º, 150, II, 153, III, e 153, § 2º, I. (Redação dada pela Emenda Constitucional nº 19, de 1998)","§ 2º O subsídio dos Deputados Estaduais será fixado por lei de iniciativa da Assembléia Legislativa, na razão de, no máximo, setenta e cinco por cento daquele estabelecido, em espécie, para os Deputados Federais, observado o que dispõem os arts. 39, § 4º, 57, § 7º, 150, II, 153, III, e 153, § 2º, I. (Redação dada pela Emenda Constitucional nº 19, de 1998)","cf88,2,7,,,26,301,,",par,399,"§ 2º o subsídio dos deputados estaduais será fixado por lei de iniciativa da assembléia legislativa, na razão de, no máximo, setenta e cinco por cento daquele estabelecido, em espécie, para os deputados federais, ervado o que dispõem os arts. 39, § 4º, 57, § 7º, 150, , 153, , e 153, § 2º, i. "
400,645,"§ 3º Compete às Assembléias Legislativas dispor sobre seu regimento interno, polícia e serviços administrativos de sua secretaria, e prover os respectivos cargos.","§ 3º Compete às Assembléias Legislativas dispor sobre seu regimento interno, polícia e serviços administrativos de sua secretaria, e prover os respectivos cargos.","cf88,2,7,,,26,302,,",par,400,"§ 3º compete às assembléias legislativas dispor sobre seu regimento interno, polícia e serviços administrativos de sua secretaria, e prover os respectivos cargos."
401,646,§ 4º A lei disporá sobre a iniciativa popular no processo legislativo estadual.,§ 4º A lei disporá sobre a iniciativa popular no processo legislativo estadual.,"cf88,2,7,,,26,303,,",par,401,§ 4º a lei disporá sobre a iniciativa popular no processo legislativo estadual.
402,648,"Art. 28. A eleição do Governador e do Vice-Governador de Estado, para mandato de quatro anos, realizar-se-á no primeiro domingo de outubro, em primeiro turno, e no último domingo de outubro, em segundo turno, se houver, do ano anterior ao do término do mandato de seus antecessores, e a posse ocorrerá em primeiro de janeiro do ano subseqüente, observado, quanto ao mais, o disposto no art. 77. (Redação dada pela Emenda Constitucional nº 16, de1997)","Art. 28. A eleição do Governador e do Vice-Governador de Estado, para mandato de quatro anos, realizar-se-á no primeiro domingo de outubro, em primeiro turno, e no último domingo de outubro, em segundo turno, se houver, do ano anterior ao do término do mandato de seus antecessores, e a posse ocorrerá em primeiro de janeiro do ano subseqüente, observado, quanto ao mais, o disposto no art. 77. (Redação dada pela Emenda Constitucional nº 16, de1997)","cf88,2,7,,,27,,,",art,402,"art. 28. a eleição do governador e do vicegovernador de estado, para mandato de quatro anos, realizarseá no primeiro domingo de outubro, em primeiro turno, e no último domingo de outubro, em segundo turno, se houver, do ano anterior ao do término do mandato de seus antecessores, e a posse ocorrerá em primeiro de janeiro do ano subseqüente, ervado, quanto ao mais, o disposto no art. 77. "
403,649,"§ 1º Perderá o mandato o Governador que assumir outro cargo ou função na administração pública direta ou indireta, ressalvada a posse em virtude de concurso público e observado o disposto no art. 38, I, IV e V.(Renumerado do parágrafo único, pela Emenda Constitucional nº 19, de 1998)","§ 1º Perderá o mandato o Governador que assumir outro cargo ou função na administração pública direta ou indireta, ressalvada a posse em virtude de concurso público e observado o disposto no art. 38, I, IV e V.(Renumerado do parágrafo único, pela Emenda Constitucional nº 19, de 1998)","cf88,2,7,,,27,304,,",par,403,"§ 1º perderá o mandato o governador que assumir outro cargo ou função na administração pública direta ou indireta, ressalvada a posse em virtude de concurso público e ervado o disposto no art. 38, i, e v.(renumerado do , pela emenda constitucional nº 19, de 1998)"
404,650,"§ 2º Os subsídios do Governador, do Vice-Governador e dos Secretários de Estado serão fixados por lei de iniciativa da Assembléia Legislativa, observado o que dispõem os arts. 37, XI, 39, § 4º, 150, II, 153, III, e 153, § 2º, I. (Incluído pela Emenda Constitucional nº 19, de 1998)","§ 2º Os subsídios do Governador, do Vice-Governador e dos Secretários de Estado serão fixados por lei de iniciativa da Assembléia Legislativa, observado o que dispõem os arts. 37, XI, 39, § 4º, 150, II, 153, III, e 153, § 2º, I. (Incluído pela Emenda Constitucional nº 19, de 1998)","cf88,2,7,,,27,305,,",par,404,"§ 2º os subsídios do governador, do vicegovernador e dos secretários de estado serão fixados por lei de iniciativa da assembléia legislativa, ervado o que dispõem os arts. 37, , 39, § 4º, 150, , 153, , e 153, § 2º, i. "
405,651,"Art. 29. O Município reger-se-á por lei orgânica, votada em dois turnos, com o interstício mínimo de dez dias, e aprovada por dois terços dos membros da Câmara Municipal, que a promulgará, atendidos os princípios estabelecidos nesta Constituição, na Constituição do respectivo Estado e os seguintes preceitos:","Art. 29. O Município reger-se-á por lei orgânica, votada em dois turnos, com o interstício mínimo de dez dias, e aprovada por dois terços dos membros da Câmara Municipal, que a promulgará, atendidos os princípios estabelecidos nesta Constituição, na Constituição do respectivo Estado e os seguintes preceitos:","cf88,2,8,,,28,,,",art,405,"art. 29. o município regerseá por lei orgânica, votada em dois turnos, com o interstício mínimo de dez dias, e aprovada por dois terços dos membros da câmara municipal, que a promulgará, atendidos os princípios estabelecidos nesta constituição, na constituição do respectivo estado e os seguintes preceitos:"
406,653,"I - eleição do Prefeito, do Vice-Prefeito e dos Vereadores, para mandato de quatro anos, mediante pleito direto e simultâneo realizado em todo o País;","Art. 29. O Município reger-se-á por lei orgânica, votada em dois turnos, com o interstício mínimo de dez dias, e aprovada por dois terços dos membros da Câmara Municipal, que a promulgará, atendidos os princípios estabelecidos nesta Constituição, na Constituição do respectivo Estado e os seguintes preceitos:I - eleição do Prefeito, do Vice-Prefeito e dos Vereadores, para mandato de quatro anos, mediante pleito direto e simultâneo realizado em todo o País;","cf88,2,8,,,28,306,,",art-inciso,406,"art. 29. o município regerseá por lei orgânica, votada em dois turnos, com o interstício mínimo de dez dias, e aprovada por dois terços dos membros da câmara municipal, que a promulgará, atendidos os princípios estabelecidos nesta constituição, na constituição do respectivo estado e os seguintes preceitos: eleição do prefeito, do viceprefeito e dos vereadores, para mandato de quatro anos, mediante pleito direto e simultâneo realizado em todo o país;"
