,original,Texto,endereço,tipo
828,"§ 1º A publicidade dos atos, programas, obras, serviços e campanhas dos órgãos públicos deverá ter caráter educativo, informativo ou de orientação social, dela não podendo constar nomes, símbolos ou imagens que caracterizem promoção pessoal de autoridades ou servidores públicos.","§ 1º A publicidade dos atos, programas, obras, serviços e campanhas dos órgãos públicos deverá ter caráter educativo, informativo ou de orientação social, dela não podendo constar nomes, símbolos ou imagens que caracterizem promoção pessoal de autoridades ou servidores públicos.","cf88,2,11,2,,37,390,,",par
829,"§ 2º A não observância do disposto nos incisos II e III implicará a nulidade do ato e a punição da autoridade responsável, nos termos da lei.","§ 2º A não observância do disposto nos incisos II e III implicará a nulidade do ato e a punição da autoridade responsável, nos termos da lei.","cf88,2,11,2,,37,391,,",par
830,"§ 3º A lei disciplinará as formas de participação do usuário na administração pública direta e indireta, regulando especialmente: (Redação dada pela Emenda Constitucional nº 19, de 1998)","§ 3º A lei disciplinará as formas de participação do usuário na administração pública direta e indireta, regulando especialmente: (Redação dada pela Emenda Constitucional nº 19, de 1998)","cf88,2,11,2,,37,392,,",par
831,"I - as reclamações relativas à prestação dos serviços públicos em geral, asseguradas a manutenção de serviços de atendimento ao usuário e a avaliação periódica, externa e interna, da qualidade dos serviços; (Incluído pela Emenda Constitucional nº 19, de 1998)","Art. 37. A administração pública direta e indireta de qualquer dos Poderes da União, dos Estados, do Distrito Federal e dos Municípios obedecerá aos princípios de legalidade, impessoalidade, moralidade, publicidade e eficiência e, também, ao seguinte:  (Redação dada pela Emenda Constitucional nº 19, de 1998)§ 3º A lei disciplinará as formas de participação do usuário na administração pública direta e indireta, regulando especialmente: (Redação dada pela Emenda Constitucional nº 19, de 1998)I - as reclamações relativas à prestação dos serviços públicos em geral, asseguradas a manutenção de serviços de atendimento ao usuário e a avaliação periódica, externa e interna, da qualidade dos serviços; (Incluído pela Emenda Constitucional nº 19, de 1998)","cf88,2,11,2,,37,392,105,",art-parag-inciso
832,"II - o acesso dos usuários a registros administrativos e a informações sobre atos de governo, observado o disposto no art. 5º, X e XXXIII;  (Incluído pela Emenda Constitucional nº 19, de 1998)","Art. 37. A administração pública direta e indireta de qualquer dos Poderes da União, dos Estados, do Distrito Federal e dos Municípios obedecerá aos princípios de legalidade, impessoalidade, moralidade, publicidade e eficiência e, também, ao seguinte:  (Redação dada pela Emenda Constitucional nº 19, de 1998)§ 3º A lei disciplinará as formas de participação do usuário na administração pública direta e indireta, regulando especialmente: (Redação dada pela Emenda Constitucional nº 19, de 1998)II - o acesso dos usuários a registros administrativos e a informações sobre atos de governo, observado o disposto no art. 5º, X e XXXIII;  (Incluído pela Emenda Constitucional nº 19, de 1998)","cf88,2,11,2,,37,392,106,",art-parag-inciso
833,"III - a disciplina da representação contra o exercício negligente ou abusivo de cargo, emprego ou função na administração pública. (Incluído pela Emenda Constitucional nº 19, de 1998)","Art. 37. A administração pública direta e indireta de qualquer dos Poderes da União, dos Estados, do Distrito Federal e dos Municípios obedecerá aos princípios de legalidade, impessoalidade, moralidade, publicidade e eficiência e, também, ao seguinte:  (Redação dada pela Emenda Constitucional nº 19, de 1998)§ 3º A lei disciplinará as formas de participação do usuário na administração pública direta e indireta, regulando especialmente: (Redação dada pela Emenda Constitucional nº 19, de 1998)III - a disciplina da representação contra o exercício negligente ou abusivo de cargo, emprego ou função na administração pública. (Incluído pela Emenda Constitucional nº 19, de 1998)","cf88,2,11,2,,37,392,107,",art-parag-inciso
834,"§ 4º - Os atos de improbidade administrativa importarão a suspensão dos direitos políticos, a perda da função pública, a indisponibilidade dos bens e o ressarcimento ao erário, na forma e gradação previstas em lei, sem prejuízo da ação penal cabível.","§ 4º - Os atos de improbidade administrativa importarão a suspensão dos direitos políticos, a perda da função pública, a indisponibilidade dos bens e o ressarcimento ao erário, na forma e gradação previstas em lei, sem prejuízo da ação penal cabível.","cf88,2,11,2,,37,393,,",par
836,"§ 5º A lei estabelecerá os prazos de prescrição para ilícitos praticados por qualquer agente, servidor ou não, que causem prejuízos ao erário, ressalvadas as respectivas ações de ressarcimento.","§ 5º A lei estabelecerá os prazos de prescrição para ilícitos praticados por qualquer agente, servidor ou não, que causem prejuízos ao erário, ressalvadas as respectivas ações de ressarcimento.","cf88,2,11,2,,37,394,,",par
838,"§ 6º As pessoas jurídicas de direito público e as de direito privado prestadoras de serviços públicos responderão pelos danos que seus agentes, nessa qualidade, causarem a terceiros, assegurado o direito de regresso contra o responsável nos casos de dolo ou culpa.","§ 6º As pessoas jurídicas de direito público e as de direito privado prestadoras de serviços públicos responderão pelos danos que seus agentes, nessa qualidade, causarem a terceiros, assegurado o direito de regresso contra o responsável nos casos de dolo ou culpa.","cf88,2,11,2,,37,395,,",par
867,"§ 7º A lei disporá sobre os requisitos e as restrições ao ocupante de cargo ou emprego da administração direta e indireta que possibilite o acesso a informações privilegiadas. (Incluído pela Emenda Constitucional nº 19, de 1998)","§ 7º A lei disporá sobre os requisitos e as restrições ao ocupante de cargo ou emprego da administração direta e indireta que possibilite o acesso a informações privilegiadas. (Incluído pela Emenda Constitucional nº 19, de 1998)","cf88,2,11,2,,37,396,,",par
868,"§ 8º A autonomia gerencial, orçamentária e financeira dos órgãos e entidades da administração direta e indireta poderá ser ampliada mediante contrato, a ser firmado entre seus administradores e o poder público, que tenha por objeto a fixação de metas de desempenho para o órgão ou entidade, cabendo à lei dispor sobre: (Incluído pela Emenda Constitucional nº 19, de 1998)","§ 8º A autonomia gerencial, orçamentária e financeira dos órgãos e entidades da administração direta e indireta poderá ser ampliada mediante contrato, a ser firmado entre seus administradores e o poder público, que tenha por objeto a fixação de metas de desempenho para o órgão ou entidade, cabendo à lei dispor sobre: (Incluído pela Emenda Constitucional nº 19, de 1998)","cf88,2,11,2,,37,397,,",par
869,I - o prazo de duração do contrato;,"Art. 37. A administração pública direta e indireta de qualquer dos Poderes da União, dos Estados, do Distrito Federal e dos Municípios obedecerá aos princípios de legalidade, impessoalidade, moralidade, publicidade e eficiência e, também, ao seguinte:  (Redação dada pela Emenda Constitucional nº 19, de 1998)§ 8º A autonomia gerencial, orçamentária e financeira dos órgãos e entidades da administração direta e indireta poderá ser ampliada mediante contrato, a ser firmado entre seus administradores e o poder público, que tenha por objeto a fixação de metas de desempenho para o órgão ou entidade, cabendo à lei dispor sobre: (Incluído pela Emenda Constitucional nº 19, de 1998)I - o prazo de duração do contrato;","cf88,2,11,2,,37,397,108,",art-parag-inciso
870,"II - os controles e critérios de avaliação de desempenho, direitos, obrigações e responsabilidade dos dirigentes;","Art. 37. A administração pública direta e indireta de qualquer dos Poderes da União, dos Estados, do Distrito Federal e dos Municípios obedecerá aos princípios de legalidade, impessoalidade, moralidade, publicidade e eficiência e, também, ao seguinte:  (Redação dada pela Emenda Constitucional nº 19, de 1998)§ 8º A autonomia gerencial, orçamentária e financeira dos órgãos e entidades da administração direta e indireta poderá ser ampliada mediante contrato, a ser firmado entre seus administradores e o poder público, que tenha por objeto a fixação de metas de desempenho para o órgão ou entidade, cabendo à lei dispor sobre: (Incluído pela Emenda Constitucional nº 19, de 1998)II - os controles e critérios de avaliação de desempenho, direitos, obrigações e responsabilidade dos dirigentes;","cf88,2,11,2,,37,397,109,",art-parag-inciso
871,"III - a remuneração do pessoal.""","Art. 37. A administração pública direta e indireta de qualquer dos Poderes da União, dos Estados, do Distrito Federal e dos Municípios obedecerá aos princípios de legalidade, impessoalidade, moralidade, publicidade e eficiência e, também, ao seguinte:  (Redação dada pela Emenda Constitucional nº 19, de 1998)§ 8º A autonomia gerencial, orçamentária e financeira dos órgãos e entidades da administração direta e indireta poderá ser ampliada mediante contrato, a ser firmado entre seus administradores e o poder público, que tenha por objeto a fixação de metas de desempenho para o órgão ou entidade, cabendo à lei dispor sobre: (Incluído pela Emenda Constitucional nº 19, de 1998)III - a remuneração do pessoal.""","cf88,2,11,2,,37,397,110,",art-parag-inciso
872,"§ 9º O disposto no inciso XI aplica-se às empresas públicas e às sociedades de economia mista, e suas subsidiárias, que receberem recursos da União, dos Estados, do Distrito Federal ou dos Municípios para pagamento de despesas de pessoal ou de custeio em geral. (Incluído pela Emenda Constitucional nº 19, de 1998)","§ 9º O disposto no inciso XI aplica-se às empresas públicas e às sociedades de economia mista, e suas subsidiárias, que receberem recursos da União, dos Estados, do Distrito Federal ou dos Municípios para pagamento de despesas de pessoal ou de custeio em geral. (Incluído pela Emenda Constitucional nº 19, de 1998)","cf88,2,11,2,,37,398,,",par
873,"§ 10. É vedada a percepção simultânea de proventos de aposentadoria decorrentes do art. 40 ou dos arts. 42 e 142 com a remuneração de cargo, emprego ou função pública, ressalvados os cargos acumuláveis na forma desta Constituição, os cargos eletivos e os cargos em comissão declarados em lei de livre nomeação e exoneração.  (Incluído pela Emenda Constitucional nº 20, de 1998)","§ 10. É vedada a percepção simultânea de proventos de aposentadoria decorrentes do art. 40 ou dos arts. 42 e 142 com a remuneração de cargo, emprego ou função pública, ressalvados os cargos acumuláveis na forma desta Constituição, os cargos eletivos e os cargos em comissão declarados em lei de livre nomeação e exoneração.  (Incluído pela Emenda Constitucional nº 20, de 1998)","cf88,2,11,2,,37,399,,",par
874,"§ 11. Não serão computadas, para efeito dos limites remuneratórios de que trata o inciso XI do caput deste artigo, as parcelas de caráter indenizatório previstas em lei. (Incluído pela Emenda Constitucional nº 47, de 2005)","§ 11. Não serão computadas, para efeito dos limites remuneratórios de que trata o inciso XI do caput deste artigo, as parcelas de caráter indenizatório previstas em lei. (Incluído pela Emenda Constitucional nº 47, de 2005)","cf88,2,11,2,,37,400,,",par
875,"§ 12. Para os fins do disposto no inciso XI do caput deste artigo, fica facultado aos Estados e ao Distrito Federal fixar, em seu âmbito, mediante emenda às respectivas Constituições e Lei Orgânica, como limite único, o subsídio mensal dos Desembargadores do respectivo Tribunal de Justiça, limitado a noventa inteiros e vinte e cinco centésimos por cento do subsídio mensal dos Ministros do Supremo Tribunal Federal, não se aplicando o disposto neste parágrafo aos subsídios dos Deputados Estaduais e Distritais e dos Vereadores. (Incluído pela Emenda Constitucional nº 47, de 2005)","§ 12. Para os fins do disposto no inciso XI do caput deste artigo, fica facultado aos Estados e ao Distrito Federal fixar, em seu âmbito, mediante emenda às respectivas Constituições e Lei Orgânica, como limite único, o subsídio mensal dos Desembargadores do respectivo Tribunal de Justiça, limitado a noventa inteiros e vinte e cinco centésimos por cento do subsídio mensal dos Ministros do Supremo Tribunal Federal, não se aplicando o disposto neste parágrafo aos subsídios dos Deputados Estaduais e Distritais e dos Vereadores. (Incluído pela Emenda Constitucional nº 47, de 2005)","cf88,2,11,2,,37,401,,",par
876,"§ 13. O servidor público titular de cargo efetivo poderá ser readaptado para exercício de cargo cujas atribuições e responsabilidades sejam compatíveis com a limitação que tenha sofrido em sua capacidade física ou mental, enquanto permanecer nesta condição, desde que possua a habilitação e o nível de escolaridade exigidos para o cargo de destino, mantida a remuneração do cargo de origem.           (Incluído pela Emenda Constitucional nº 103, de 2019)","§ 13. O servidor público titular de cargo efetivo poderá ser readaptado para exercício de cargo cujas atribuições e responsabilidades sejam compatíveis com a limitação que tenha sofrido em sua capacidade física ou mental, enquanto permanecer nesta condição, desde que possua a habilitação e o nível de escolaridade exigidos para o cargo de destino, mantida a remuneração do cargo de origem.           (Incluído pela Emenda Constitucional nº 103, de 2019)","cf88,2,11,2,,37,402,,",par
877,"§ 14. A aposentadoria concedida com a utilização de tempo de contribuição decorrente de cargo, emprego ou função pública, inclusive do Regime Geral de Previdência Social, acarretará o rompimento do vínculo que gerou o referido tempo de contribuição.           (Incluído pela Emenda Constitucional nº 103, de 2019)","§ 14. A aposentadoria concedida com a utilização de tempo de contribuição decorrente de cargo, emprego ou função pública, inclusive do Regime Geral de Previdência Social, acarretará o rompimento do vínculo que gerou o referido tempo de contribuição.           (Incluído pela Emenda Constitucional nº 103, de 2019)","cf88,2,11,2,,37,403,,",par
878,"§ 15. É vedada a complementação de aposentadorias de servidores públicos e de pensões por morte a seus dependentes que não seja decorrente do disposto nos §§ 14 a 16 do art. 40 ou que não seja prevista em lei que extinga regime próprio de previdência social.           (Incluído pela Emenda Constitucional nº 103, de 2019)","§ 15. É vedada a complementação de aposentadorias de servidores públicos e de pensões por morte a seus dependentes que não seja decorrente do disposto nos §§ 14 a 16 do art. 40 ou que não seja prevista em lei que extinga regime próprio de previdência social.           (Incluído pela Emenda Constitucional nº 103, de 2019)","cf88,2,11,2,,37,404,,",par
879,"§ 16. Os órgãos e entidades da administração pública, individual ou conjuntamente, devem realizar avaliação das políticas públicas, inclusive com divulgação do objeto a ser avaliado e dos resultados alcançados, na forma da lei.       (Incluído pela Emenda Constitucional nº 109, de 2021)","§ 16. Os órgãos e entidades da administração pública, individual ou conjuntamente, devem realizar avaliação das políticas públicas, inclusive com divulgação do objeto a ser avaliado e dos resultados alcançados, na forma da lei.       (Incluído pela Emenda Constitucional nº 109, de 2021)","cf88,2,11,2,,37,405,,",par
880,"Art. 38. Ao servidor público da administração direta, autárquica e fundacional, no exercício de mandato eletivo, aplicam-se as seguintes disposições: (Redação dada pela Emenda Constitucional nº 19, de 1998)","Art. 38. Ao servidor público da administração direta, autárquica e fundacional, no exercício de mandato eletivo, aplicam-se as seguintes disposições: (Redação dada pela Emenda Constitucional nº 19, de 1998)","cf88,2,11,2,,38,,,",art
881,"I - tratando-se de mandato eletivo federal, estadual ou distrital, ficará afastado de seu cargo, emprego ou função;","Art. 38. Ao servidor público da administração direta, autárquica e fundacional, no exercício de mandato eletivo, aplicam-se as seguintes disposições: (Redação dada pela Emenda Constitucional nº 19, de 1998)I - tratando-se de mandato eletivo federal, estadual ou distrital, ficará afastado de seu cargo, emprego ou função;","cf88,2,11,2,,38,406,,",art-inciso
882,"II - investido no mandato de Prefeito, será afastado do cargo, emprego ou função, sendo-lhe facultado optar pela sua remuneração;","Art. 38. Ao servidor público da administração direta, autárquica e fundacional, no exercício de mandato eletivo, aplicam-se as seguintes disposições: (Redação dada pela Emenda Constitucional nº 19, de 1998)II - investido no mandato de Prefeito, será afastado do cargo, emprego ou função, sendo-lhe facultado optar pela sua remuneração;","cf88,2,11,2,,38,407,,",art-inciso
883,"III - investido no mandato de Vereador, havendo compatibilidade de horários, perceberá as vantagens de seu cargo, emprego ou função, sem prejuízo da remuneração do cargo eletivo, e, não havendo compatibilidade, será aplicada a norma do inciso anterior;","Art. 38. Ao servidor público da administração direta, autárquica e fundacional, no exercício de mandato eletivo, aplicam-se as seguintes disposições: (Redação dada pela Emenda Constitucional nº 19, de 1998)III - investido no mandato de Vereador, havendo compatibilidade de horários, perceberá as vantagens de seu cargo, emprego ou função, sem prejuízo da remuneração do cargo eletivo, e, não havendo compatibilidade, será aplicada a norma do inciso anterior;","cf88,2,11,2,,38,408,,",art-inciso
884,"IV - em qualquer caso que exija o afastamento para o exercício de mandato eletivo, seu tempo de serviço será contado para todos os efeitos legais, exceto para promoção por merecimento;","Art. 38. Ao servidor público da administração direta, autárquica e fundacional, no exercício de mandato eletivo, aplicam-se as seguintes disposições: (Redação dada pela Emenda Constitucional nº 19, de 1998)IV - em qualquer caso que exija o afastamento para o exercício de mandato eletivo, seu tempo de serviço será contado para todos os efeitos legais, exceto para promoção por merecimento;","cf88,2,11,2,,38,409,,",art-inciso
885,"V - na hipótese de ser segurado de regime próprio de previdência social, permanecerá filiado a esse regime, no ente federativo de origem.             (Redação dada pela Emenda Constitucional nº 103, de 2019)","Art. 38. Ao servidor público da administração direta, autárquica e fundacional, no exercício de mandato eletivo, aplicam-se as seguintes disposições: (Redação dada pela Emenda Constitucional nº 19, de 1998)V - na hipótese de ser segurado de regime próprio de previdência social, permanecerá filiado a esse regime, no ente federativo de origem.             (Redação dada pela Emenda Constitucional nº 103, de 2019)","cf88,2,11,2,,38,410,,",art-inciso
886,"Art. 39. A União, os Estados, o Distrito Federal e os Municípios instituirão, no âmbito de sua competência, regime jurídico único e planos de carreira para os servidores da administração pública direta, das autarquias e das fundações públicas. (Vide ADIN nº 2.135-4)","Art. 39. A União, os Estados, o Distrito Federal e os Municípios instituirão, no âmbito de sua competência, regime jurídico único e planos de carreira para os servidores da administração pública direta, das autarquias e das fundações públicas. (Vide ADIN nº 2.135-4)","cf88,2,11,3,,39,,,",art
888,"Art. 39. A União, os Estados, o Distrito Federal e os Municípios instituirão conselho de política de administração e remuneração de pessoal, integrado por servidores designados pelos respectivos Poderes.       (Redação dada pela Emenda Constitucional nº 19, de 1998)       (Vide ADIN nº 2.135-4)","Art. 39. A União, os Estados, o Distrito Federal e os Municípios instituirão conselho de política de administração e remuneração de pessoal, integrado por servidores designados pelos respectivos Poderes.       (Redação dada pela Emenda Constitucional nº 19, de 1998)       (Vide ADIN nº 2.135-4)","cf88,2,11,3,,40,,,",art
889,"§ 1º A fixação dos padrões de vencimento e dos demais componentes do sistema remuneratório observará: (Redação dada pela Emenda Constitucional nº 19, de 1998)","§ 1º A fixação dos padrões de vencimento e dos demais componentes do sistema remuneratório observará: (Redação dada pela Emenda Constitucional nº 19, de 1998)","cf88,2,11,3,,40,411,,",par
890,"I - a natureza, o grau de responsabilidade e a complexidade dos cargos componentes de cada carreira; (Incluído pela Emenda Constitucional nº 19, de 1998)","Art. 39. A União, os Estados, o Distrito Federal e os Municípios instituirão conselho de política de administração e remuneração de pessoal, integrado por servidores designados pelos respectivos Poderes.       (Redação dada pela Emenda Constitucional nº 19, de 1998)       (Vide ADIN nº 2.135-4)§ 1º A fixação dos padrões de vencimento e dos demais componentes do sistema remuneratório observará: (Redação dada pela Emenda Constitucional nº 19, de 1998)I - a natureza, o grau de responsabilidade e a complexidade dos cargos componentes de cada carreira; (Incluído pela Emenda Constitucional nº 19, de 1998)","cf88,2,11,3,,40,411,111,",art-parag-inciso
892,"II - os requisitos para a investidura; (Incluído pela Emenda Constitucional nº 19, de 1998)","Art. 39. A União, os Estados, o Distrito Federal e os Municípios instituirão conselho de política de administração e remuneração de pessoal, integrado por servidores designados pelos respectivos Poderes.       (Redação dada pela Emenda Constitucional nº 19, de 1998)       (Vide ADIN nº 2.135-4)§ 1º A fixação dos padrões de vencimento e dos demais componentes do sistema remuneratório observará: (Redação dada pela Emenda Constitucional nº 19, de 1998)II - os requisitos para a investidura; (Incluído pela Emenda Constitucional nº 19, de 1998)","cf88,2,11,3,,40,411,112,",art-parag-inciso
893,"III - as peculiaridades dos cargos. (Incluído pela Emenda Constitucional nº 19, de 1998)","Art. 39. A União, os Estados, o Distrito Federal e os Municípios instituirão conselho de política de administração e remuneração de pessoal, integrado por servidores designados pelos respectivos Poderes.       (Redação dada pela Emenda Constitucional nº 19, de 1998)       (Vide ADIN nº 2.135-4)§ 1º A fixação dos padrões de vencimento e dos demais componentes do sistema remuneratório observará: (Redação dada pela Emenda Constitucional nº 19, de 1998)III - as peculiaridades dos cargos. (Incluído pela Emenda Constitucional nº 19, de 1998)","cf88,2,11,3,,40,411,113,",art-parag-inciso
894,"§ 2º A União, os Estados e o Distrito Federal manterão escolas de governo para a formação e o aperfeiçoamento dos servidores públicos, constituindo-se a participação nos cursos um dos requisitos para a promoção na carreira, facultada, para isso, a celebração de convênios ou contratos entre os entes federados. (Redação dada pela Emenda Constitucional nº 19, de 1998)","§ 2º A União, os Estados e o Distrito Federal manterão escolas de governo para a formação e o aperfeiçoamento dos servidores públicos, constituindo-se a participação nos cursos um dos requisitos para a promoção na carreira, facultada, para isso, a celebração de convênios ou contratos entre os entes federados. (Redação dada pela Emenda Constitucional nº 19, de 1998)","cf88,2,11,3,,40,412,,",par
895,"§ 3º Aplica-se aos servidores ocupantes de cargo público o disposto no art. 7º, IV, VII, VIII, IX, XII, XIII, XV, XVI, XVII, XVIII, XIX, XX, XXII e XXX, podendo a lei estabelecer requisitos diferenciados de admissão quando a natureza do cargo o exigir. (Incluído pela Emenda Constitucional nº 19, de 1998)","§ 3º Aplica-se aos servidores ocupantes de cargo público o disposto no art. 7º, IV, VII, VIII, IX, XII, XIII, XV, XVI, XVII, XVIII, XIX, XX, XXII e XXX, podendo a lei estabelecer requisitos diferenciados de admissão quando a natureza do cargo o exigir. (Incluído pela Emenda Constitucional nº 19, de 1998)","cf88,2,11,3,,40,413,,",par
898,"§ 4º O membro de Poder, o detentor de mandato eletivo, os Ministros de Estado e os Secretários Estaduais e Municipais serão remunerados exclusivamente por subsídio fixado em parcela única, vedado o acréscimo de qualquer gratificação, adicional, abono, prêmio, verba de representação ou outra espécie remuneratória, obedecido, em qualquer caso, o disposto no art. 37, X e XI. (Incluído pela Emenda Constitucional nº 19, de 1998)","§ 4º O membro de Poder, o detentor de mandato eletivo, os Ministros de Estado e os Secretários Estaduais e Municipais serão remunerados exclusivamente por subsídio fixado em parcela única, vedado o acréscimo de qualquer gratificação, adicional, abono, prêmio, verba de representação ou outra espécie remuneratória, obedecido, em qualquer caso, o disposto no art. 37, X e XI. (Incluído pela Emenda Constitucional nº 19, de 1998)","cf88,2,11,3,,40,414,,",par
899,"§ 5º Lei da União, dos Estados, do Distrito Federal e dos Municípios poderá estabelecer a relação entre a maior e a menor remuneração dos servidores públicos, obedecido, em qualquer caso, o disposto no art. 37, XI.(Incluído pela Emenda Constitucional nº 19, de 1998)","§ 5º Lei da União, dos Estados, do Distrito Federal e dos Municípios poderá estabelecer a relação entre a maior e a menor remuneração dos servidores públicos, obedecido, em qualquer caso, o disposto no art. 37, XI.(Incluído pela Emenda Constitucional nº 19, de 1998)","cf88,2,11,3,,40,415,,",par
900,"§ 6º Os Poderes Executivo, Legislativo e Judiciário publicarão anualmente os valores do subsídio e da remuneração dos cargos e empregos públicos. (Incluído pela Emenda Constitucional nº 19, de 1998)","§ 6º Os Poderes Executivo, Legislativo e Judiciário publicarão anualmente os valores do subsídio e da remuneração dos cargos e empregos públicos. (Incluído pela Emenda Constitucional nº 19, de 1998)","cf88,2,11,3,,40,416,,",par
901,"§ 7º Lei da União, dos Estados, do Distrito Federal e dos Municípios disciplinará a aplicação de recursos orçamentários provenientes da economia com despesas correntes em cada órgão, autarquia e fundação, para aplicação no desenvolvimento de programas de qualidade e produtividade, treinamento e desenvolvimento, modernização, reaparelhamento e racionalização do serviço público, inclusive sob a forma de adicional ou prêmio de produtividade. (Incluído pela Emenda Constitucional nº 19, de 1998)","§ 7º Lei da União, dos Estados, do Distrito Federal e dos Municípios disciplinará a aplicação de recursos orçamentários provenientes da economia com despesas correntes em cada órgão, autarquia e fundação, para aplicação no desenvolvimento de programas de qualidade e produtividade, treinamento e desenvolvimento, modernização, reaparelhamento e racionalização do serviço público, inclusive sob a forma de adicional ou prêmio de produtividade. (Incluído pela Emenda Constitucional nº 19, de 1998)","cf88,2,11,3,,40,417,,",par
902,"§ 8º A remuneração dos servidores públicos organizados em carreira poderá ser fixada nos termos do § 4º. (Incluído pela Emenda Constitucional nº 19, de 1998)","§ 8º A remuneração dos servidores públicos organizados em carreira poderá ser fixada nos termos do § 4º. (Incluído pela Emenda Constitucional nº 19, de 1998)","cf88,2,11,3,,40,418,,",par
903,"§ 9º É vedada a incorporação de vantagens de caráter temporário ou vinculadas ao exercício de função de confiança ou de cargo em comissão à remuneração do cargo efetivo.            (Incluído pela Emenda Constitucional nº 103, de 2019)","§ 9º É vedada a incorporação de vantagens de caráter temporário ou vinculadas ao exercício de função de confiança ou de cargo em comissão à remuneração do cargo efetivo.            (Incluído pela Emenda Constitucional nº 103, de 2019)","cf88,2,11,3,,40,419,,",par
904,"Art. 40. O regime próprio de previdência social dos servidores titulares de cargos efetivos terá caráter contributivo e solidário, mediante contribuição do respectivo ente federativo, de servidores ativos, de aposentados e de pensionistas, observados critérios que preservem o equilíbrio financeiro e atuarial.           (Redação dada pela Emenda Constitucional nº 103, de 2019)","Art. 40. O regime próprio de previdência social dos servidores titulares de cargos efetivos terá caráter contributivo e solidário, mediante contribuição do respectivo ente federativo, de servidores ativos, de aposentados e de pensionistas, observados critérios que preservem o equilíbrio financeiro e atuarial.           (Redação dada pela Emenda Constitucional nº 103, de 2019)","cf88,2,11,3,,41,,,",art
905,"§ 1º O servidor abrangido por regime próprio de previdência social será aposentado:           (Redação dada pela Emenda Constitucional nº 103, de 2019)","§ 1º O servidor abrangido por regime próprio de previdência social será aposentado:           (Redação dada pela Emenda Constitucional nº 103, de 2019)","cf88,2,11,3,,41,420,,",par
906,"I - por incapacidade permanente para o trabalho, no cargo em que estiver investido, quando insuscetível de readaptação, hipótese em que será obrigatória a realização de avaliações periódicas para verificação da continuidade das condições que ensejaram a concessão da aposentadoria, na forma de lei do respectivo ente federativo;           (Redação dada pela Emenda Constitucional nº 103, de 2019)","Art. 40. O regime próprio de previdência social dos servidores titulares de cargos efetivos terá caráter contributivo e solidário, mediante contribuição do respectivo ente federativo, de servidores ativos, de aposentados e de pensionistas, observados critérios que preservem o equilíbrio financeiro e atuarial.           (Redação dada pela Emenda Constitucional nº 103, de 2019)§ 1º O servidor abrangido por regime próprio de previdência social será aposentado:           (Redação dada pela Emenda Constitucional nº 103, de 2019)I - por incapacidade permanente para o trabalho, no cargo em que estiver investido, quando insuscetível de readaptação, hipótese em que será obrigatória a realização de avaliações periódicas para verificação da continuidade das condições que ensejaram a concessão da aposentadoria, na forma de lei do respectivo ente federativo;           (Redação dada pela Emenda Constitucional nº 103, de 2019)","cf88,2,11,3,,41,420,114,",art-parag-inciso
907,"II - compulsoriamente, com proventos proporcionais ao tempo de contribuição, aos 70 (setenta) anos de idade, ou aos 75 (setenta e cinco) anos de idade, na forma de lei complementar;       (Redação dada pela Emenda Constitucional nº 88, de 2015)","Art. 40. O regime próprio de previdência social dos servidores titulares de cargos efetivos terá caráter contributivo e solidário, mediante contribuição do respectivo ente federativo, de servidores ativos, de aposentados e de pensionistas, observados critérios que preservem o equilíbrio financeiro e atuarial.           (Redação dada pela Emenda Constitucional nº 103, de 2019)§ 1º O servidor abrangido por regime próprio de previdência social será aposentado:           (Redação dada pela Emenda Constitucional nº 103, de 2019)II - compulsoriamente, com proventos proporcionais ao tempo de contribuição, aos 70 (setenta) anos de idade, ou aos 75 (setenta e cinco) anos de idade, na forma de lei complementar;       (Redação dada pela Emenda Constitucional nº 88, de 2015)","cf88,2,11,3,,41,420,115,",art-parag-inciso
909,"III - no âmbito da União, aos 62 (sessenta e dois) anos de idade, se mulher, e aos 65 (sessenta e cinco) anos de idade, se homem, e, no âmbito dos Estados, do Distrito Federal e dos Municípios, na idade mínima estabelecida mediante emenda às respectivas Constituições e Leis Orgânicas, observados o tempo de contribuição e os demais requisitos estabelecidos em lei complementar do respectivo ente federativo.           (Redação dada pela Emenda Constitucional nº 103, de 2019)","Art. 40. O regime próprio de previdência social dos servidores titulares de cargos efetivos terá caráter contributivo e solidário, mediante contribuição do respectivo ente federativo, de servidores ativos, de aposentados e de pensionistas, observados critérios que preservem o equilíbrio financeiro e atuarial.           (Redação dada pela Emenda Constitucional nº 103, de 2019)§ 1º O servidor abrangido por regime próprio de previdência social será aposentado:           (Redação dada pela Emenda Constitucional nº 103, de 2019)III - no âmbito da União, aos 62 (sessenta e dois) anos de idade, se mulher, e aos 65 (sessenta e cinco) anos de idade, se homem, e, no âmbito dos Estados, do Distrito Federal e dos Municípios, na idade mínima estabelecida mediante emenda às respectivas Constituições e Leis Orgânicas, observados o tempo de contribuição e os demais requisitos estabelecidos em lei complementar do respectivo ente federativo.           (Redação dada pela Emenda Constitucional nº 103, de 2019)","cf88,2,11,3,,41,420,116,",art-parag-inciso
